編號,地址,避難所在之地下樓層數,轄區分局,經度,緯度,村里別,可容納人數
582.0,臺中市北區建成里東光三街25號,1,第二分局,120.699945,24.152927,建成里,939.0
583.0,臺中市北區新北里錦新街18號,1,第二分局,120.687947,24.153039,新北里,427.0
584.0,臺中市北區新興里太平路75巷36號,1,第二分局,120.683312,24.146610,新興里,488.0
585.0,臺中市北區錦祥里育樂街70號,4,第二分局,120.692119,24.157736,錦祥里,4792.0
586.0,臺中市北區錦祥里育興街29號,2,第二分局,120.693623,24.156502,錦祥里,478.0
587.0,臺中市北區新北里育才北路53號,1,第二分局," 120.68546",24.152954,新北里,68.0
588.0,臺中市北區錦洲里育樂街88號,4,第二分局," 120.69099",24.158128,錦洲里,4478.0
589.0,臺中市北區錦平里文祥街126號,2,第二分局,120.681151,24.151852,錦平里,717.0
590.0,臺中市北區錦平里中華路二段193號,1,第二分局,120.6817337,24.15150316,錦平里,345.0
591.0,臺中市北區新北里錦南街46號,1,第二分局," 120.68696",24.154825,新北里,520.0
592.0,臺中市北區錦村里進化路322號,4,第二分局,120.6946461,24.15354085,錦村里,6831.0
593.0,臺中市北區新北里錦南街19之18號,1,第二分局," 120.68686",24.154436,新北里,3503.0
594.0,臺中市北區新北里錦南街17號,1,第二分局," 120.68727",24.154343,新北里,4022.0
595.0,臺中市北區錦平里錦平街40號,1,第二分局,120.6839159,24.15205658,錦平里,1261.0
596.0,臺中市北區錦祥里育樂街39號,1,第二分局,120.6926651,24.15692413,錦祥里,690.0
597.0,臺中市北區金華里雙十路二段97號,1,第二分局,120.6899854,24.15574859,金華里,984.0
598.0,臺中市北區錦洲里進化路580號,1,第二分局,120.6944742,24.15963126,錦洲里,501.0
599.0,臺中市北區建成里東成路22號,1,第二分局,120.7014686,24.15683795,建成里,293.0
600.0,臺中市北區建成里天祥街228號之11,1,第二分局," 120.70263",24.159978,建成里,1535.0
601.0,臺中市北區錦祥里錦祥街47號,1,第二分局,120.6910801,24.15707218,錦祥里,228.0
602.0,臺中市北區錦祥里進化路581號,1,第二分局,120.6942837,24.16024252,錦祥里,1459.0
603.0,臺中市北區金華里雙十路二段29號,2,第二分局," 120.68864",24.152833,金華里,411.0
604.0,臺中市北區樂英里雙十路一段12巷,1,第二分局,120.6872594,24.14844691,樂英里,1244.0
605.0,臺中市北區錦祥里興進路228號,1,第二分局," 120.69165",24.156422,錦祥里,476.0
606.0,臺中市北區健行里西屯路一段363-1號,1,第二分局,120.664641,24.161079,健行里,117.0
607.0,臺中市北區健行里忠明路200號*,2、3,第二分局,120.663374,24.161283,健行里,1242.0
608.0,臺中市北區健行里忠明路424號,3,第二分局,120.6694,24.162599,健行里,1304.0
609.0,臺中市北區明德里太原路一段390號,1,第二分局,120.665381,24.164756,明德里,360.0
610.0,臺中市北區明德里太原路一段448號,1,第二分局," 120.66740",24.165094,明德里,331.0
611.0,臺中市北區明德里忠明七街10號,1,第二分局,120.668842,24.164477,明德里,300.0
612.0,臺中市北區明德里忠明八街28號,2,第二分局,120.670402,24.163872,明德里,278.0
613.0,臺中市北區明德里忠太東路85巷5號之3,1,第二分局,120.6694873,24.1634726,明德里,174.0
614.0,臺中市北區明德里忠明七街13號,1,第二分局,120.6671379,24.1643512,明德里,140.0
615.0,臺中市北區明德里太原路一段470號,2,第二分局,120.66604,24.164747,明德里,744.0
616.0,臺中市北區明新里忠太東路118號,3,第二分局," 120.67147",24.164402,明新里,2445.0
617.0,臺中市北區賴旺里青島西街31之3號,2,第二分局,120.673229,24.172741,賴旺里,286.0
618.0,臺中市北區賴旺里青島西街31之2號,1,第二分局," 120.67318",24.172623,賴旺里,204.0
619.0,臺中市北區賴旺里青島西街31之4號,1,第二分局," 120.67318",24.172623,賴旺里,204.0
620.0,臺中市北區賴旺里北平路二段56號,1,第二分局,120.673409,24.171744,賴旺里,228.0
621.0,臺中市北區賴明里山西路二段46號,1、2,第二分局,120.675811,24.16835,賴明里,6136.0
622.0,臺中市北區賴興里天津路二段139號,2,第二分局,120.677225,24.170021,賴興里,583.0
623.0,臺中市北區賴興里山西路二段116號,1,第二分局,120.675918,24.170396,賴興里,151.0
624.0,臺中市北區賴興里文昌東一街19號,2,第二分局,120.677215,24.17206,賴興里,788.0
625.0,臺中市北區賴旺里文心路四段176號,3,第二分局,120.6722772,24.1736128,賴旺里,1179.0
626.0,臺中市北區賴興里山西路二段156號,1,第二分局," 120.67607",24.172077,賴興里,170.0
627.0,臺中市北區賴旺里文昌一街19號,1,第二分局,120.674888,24.172477,賴旺里,765.0
628.0,臺中市北區賴興里文昌一街98號,1,第二分局,120.67762,24.172186,賴興里,321.0
629.0,臺中市北區賴興里青島東街33號,1,第二分局,120.675218,24.172136,賴興里,440.0
630.0,臺中市北區賴興里青島東街47號,1,第二分局,120.675241,24.171959,賴興里,677.0
631.0,臺中市北區長青里陝西六街1號,1,第二分局,120.667278,24.168531,長青里,120.0
632.0,臺中市北區明德里忠明路213號,2,第二分局,120.665867,24.163091,明德里,291.0
633.0,臺中市北區健行里忠明路502之5號,2,第二分局,120.673619,24.162704,健行里,683.0
634.0,臺中市北區中清路一段403號,1,第二分局,120.674102,24.163931,明新里,214.0
635.0,臺中市北區健行里民權路572號,1,第二分局,120.670636,24.162161,健行里,230.0
636.0,臺中市北區立人里陝西路75號,1,第二分局,120.668162,24.17049,立人里,1433.0
637.0,臺中市北區立人里北平路一段31號,1,第二分局,120.668362,24.17173,立人里,1035.0
638.0,臺中市北區賴明里漢口路四段21號,1,第二分局,120.674256,24.167092,賴明里,585.0
639.0,臺中市北區健行里忠太西路55號,1,第二分局,120.66779,24.162512,健行里,283.0
640.0,臺中市北區健行里華富街64號,1,第二分局,120.666822,24.160612,健行里,131.0
641.0,臺中市北區健行里民權路531號,2,第二分局,120.670385,24.160919,健行里,881.0
642.0,臺中市北區健行里華興街117巷2號,1,第二分局,120.669559,24.160072,健行里,190.0
643.0,臺中市北區健行里忠太西路28號,3,第二分局,120.667837,24.161311,健行里,538.0
644.0,臺中市北區健行里華興街55號,2,第二分局,120.6663967,24.1600119,健行里,352.0
645.0,臺中市北區健行里華興街47巷10號,2,第二分局," 120.66863",24.160171,健行里,175.0
646.0,臺中市北區立人里北平二街2號,1,第二分局," 120.66925",24.173069,立人里,208.0
647.0,臺中市北區立人里北平四街201號,1,第二分局,120.6710672,24.1725669,立人里,94.0
648.0,臺中市北區立人里北平四街26之1號,1,第二分局," 120.67107",24.172696,立人里,94.0
649.0,臺中市北區立人里北平四街9號,1,第二分局,120.671074,24.172951,立人里,296.0
650.0,臺中市北區長青里陝西路76號,1,第二分局,120.668367,24.169395,長青里,392.0
651.0,臺中市北區長青里陝西東街5號,1,第二分局,120.666448,24.167546,長青里,286.0
652.0,臺中市北區長青里漢陽街38號,1,第二分局,120.667137,24.167943,長青里,285.0
653.0,臺中市北區長青里陝西路35號,1,第二分局,120.668133,24.168653,長青里,313.0
654.0,臺中市北區長青里陝西路39號,1,第二分局,120.66817,24.168434,長青里,480.0
655.0,臺中市北區長青里陝西五街32號,2,第二分局,120.6654163,24.169126,長青里,479.0
656.0,臺中市北區立人里華美街二段230號,1,第二分局,120.667179,24.170162,立人里,535.0
657.0,臺中市北區長青里陝西四街1號,2,第二分局,120.666824,24.170120,長青里,276.0
658.0,臺中市北區長青里漢口路三段23號,1,第二分局,120.666771,24.167257,長青里,208.0
659.0,臺中市北區立人里陝西四街31號,1,第二分局,120.668149,24.168156,立人里,263.0
660.0,臺中市北區長青里陝西路31號,2,第二分局,120.668138,24.168151,長青里,631.0
661.0,臺中市北區長青里華美街190號,1,第二分局,120.6654163,24.169126,長青里,131.0
662.0,臺中市北區賴明里山西路二段7號,1,第二分局,120.675522,24.168382,賴明里,147.0
663.0,臺中市北區長青里武漢街96號,1,第二分局,120.670227,24.167450,長青里,91.0
664.0,臺中市北區立人里北平二街361號,1,第二分局,120.669524,24.172892,立人里,406.0
665.0,臺中市北區賴旺里北平路28號,1,第二分局,120.672602,24.171652,賴旺里,200.0
666.0,臺中市北區賴旺里北平路二段69號,1,第二分局,120.67428,24.17169,賴旺里,108.0
667.0,臺中市北區賴旺里青島西街7號,1,第二分局,120.6707405,24.1732058,賴旺里,147.0
668.0,臺中市北區明新里忠太東路105號,1,第二分局,120.670916,24.164066,明新里,1133.0
669.0,臺中市北區淡溝里太原四街15號,1,第二分局,120.669233,24.165959,淡溝里,290.0
670.0,臺中市北區明德里漢口路三段88號,1,第二分局,120.669315,24.166625,明德里,245.0
671.0,臺中市北區明新里漢陽街110號,1,第二分局,120.671982,24.166191,明新里,270.0
672.0,臺中市北區明德里太原五街16號,1,第二分局,120.669678,24.165709,明德里,522.0
673.0,臺中市北區明新里太原八街62號,1,第二分局,120.671406,24.166159,明新里,146.0
674.0,臺中市北區明德里太原路一段488號,1,第二分局,120.670181,24.164776,明德里,174.0
675.0,臺中市北區明德里漢口路三段92號,1,第二分局,120.669459,24.166633,明德里,243.0
676.0,臺中市北區賴旺里北平路29號,2,第二分局," 120.67318",24.171918,賴旺里,475.0
677.0,臺中市北區明德里太原四街6號,2,第二分局,120.669062,24.166245,明德里,568.0
678.0,臺中市北區明新里太原七街7號,2,第二分局,120.671442,24.165928,明新里,1431.0
679.0,臺中市北區明德里太原二街1號,1,第二分局,120.667449,24.166528,明德里,135.0
680.0,臺中市北區明德里太原路448號,2,第二分局,120.667241,24.164778,明德里,685.0
681.0,臺中市北區明德里忠明五街33號,1,第二分局,120.667687,24.16328,明德里,283.0
682.0,臺中市北區明德里忠明路371號,1,第二分局,120.668226,24.163111,明德里,300.0
683.0,臺中市北區明德里華美街二82號,1,第二分局," 120.66306",24.161937,明德里,257.0
684.0,臺中市北區明德里太原南二街2號,1,第二分局,120.664431,24.164078,明德里,300.0
685.0,臺中市北區賴興里文昌東二街101號,1,第二分局,120.678358,24.170857,賴興里,187.0
686.0,臺中市北區賴明里漢口路四段49號,3,第二分局,120.676263,24.167166,賴明里,715.0
687.0,臺中市北區賴明里文昌東一街300號,1,第二分局,120.676713,24.169325,賴明里,386.0
688.0,臺中市北區明新里忠太東路115之4號,1,第二分局," 120.67130",24.164337,明新里,129.0
689.0,臺中市北區賴旺里青島路一段26巷13號,1,第二分局,120.673711,24.172298,賴旺里,312.0
690.0,臺中市北區賴旺里青島西街34號,1,第二分局," 120.67307",24.172506,賴旺里,280.0
691.0,臺中市北區賴旺里北平路二段30巷21號,1,第二分局,120.6708289,24.1708887,賴旺里,136.0
692.0,臺中市北區賴興里北平路二段125號,1,第二分局,120.677271,24.171496,賴興里,1247.0
693.0,臺中市北區長青里陝西路三段31號,1,第二分局,120.668138,24.168151,長青里,394.0
694.0,臺中市北區長青里武昌路192號,1,第二分局,120.6712386,24.16875212,長青里,306.0
695.0,臺中市北區立人里福壽街6號,1,第二分局,120.669816,24.172794,立人里,606.0
696.0,臺中市北區立人里福壽街5號,1,第二分局,120.670054,24.173236,立人里,606.0
697.0,臺中市北區賴旺里北平路二段26號,1,第二分局,120.672546,24.171658,賴旺里,200.0
698.0,臺中市北區賴旺里青島西街12號,1,第二分局," 120.67255",24.173177,賴旺里,220.0
699.0,臺中市北區健行里民權路535號,2,第二分局," 120.67023",24.161333,健行里,881.0
700.0,臺中市北區立人里北平路31號,1,第二分局,120.668362,24.17173,立人里,1035.0
701.0,臺中市北區明德里梅川路149號,1,第二分局,120.663435,24.161913,明德里,2827.0
702.0,臺中市北區健行里華興街2號,1,第二分局,120.669559,24.160072,健行里,188.0
703.0,臺中市北區明德里漢口路92號,1,第二分局,120.669459,24.166633,明德里,243.0
704.0,臺中市北區賴興里山西路二段156號,1,第二分局,120.6760369,24.17191448,賴興里,170.0
705.0,臺中市北區健行里華富街69號,1,第二分局,120.666526,24.16091,健行里,1002.0
706.0,臺中市北區賴興里青島路47號,1,第二分局,120.675358,24.168773,賴興里,677.0
707.0,臺中市北區立人里陝西四街13號,2,第二分局,120.667186,24.169934,立人里,276.0
708.0,臺中市北區健行里忠太西路55號,1,第二分局,120.66779,24.162512,健行里,283.0
709.0,臺中市北區立人里北平四街281號,1,第二分局,120.669524,24.172892,立人里,94.0
710.0,臺中市北區賴興里青島東街33號,1,第二分局,120.675218,24.172136,賴興里,440.0
711.0,臺中市北區長青里武漢街78號,1,第二分局,120.670531,24.167376,長青里,819.0
712.0,臺中市北區明德里漢口路三段2號,1,第二分局,120.666751,24.166625,明德里,146.0
713.0,臺中市北區立人里陝西路75號,1,第二分局,120.668162,24.17049,立人里,1433.0
714.0,臺中市北區明新里太原八街62號,1,第二分局,120.671406,24.166159,明新里,146.0
715.0,臺中市北區明德里綏遠路1號,1,第二分局,120.680386,24.165479,明德里,907.0
716.0,臺中市北區立人里北平路一段31號,1,第二分局,120.668362,24.17173,立人里,1035.0
717.0,臺中市北區賴旺里北平路二段2號,1,第二分局," 120.67221",24.171774,賴旺里,145.0
718.0,臺中市北區立人里華美路二段230號,2,第二分局,120.667179,24.170162,立人里,535.0
719.0,臺中市北區明德里太原北路二段7號,2,第二分局,120.666324,24.165258,明德里,1431.0
720.0,臺中市北區賴旺里天津路二段13號,1,第二分局,120.673081,24.170186,賴旺里,846.0
721.0,臺中市北區健行里華富街101號,1,第二分局,120.666366,24.161487,健行里,137.0
722.0,臺中市北區後龍里民權路231號,1,第二分局," 120.66957",24.149599,後龍里,881.0
723.0,臺中市北區賴興里文心路四段208號,2,第二分局,120.677476,24.172933,賴興里,582.0
724.0,臺中市北區明德里太原南二街155之15號,2,第二分局,120.6662363,24.1641179,明德里,412.0
725.0,臺中市北區長青里陝西路24號,1,第二分局,120.668413,24.167828,長青里,646.0
726.0,臺中市北區賴興里文昌東二街76號,1,第二分局,120.678329,24.171976,賴興里,165.0
727.0,臺中市北區立人里陝西一街3號,1,第二分局,120.66788,24.172101,立人里,164.0
728.0,臺中市北區健行里忠明路499號,2,第二分局,120.671881,24.163490,健行里,6769.0
729.0,臺中市北區健行里華富街92號,1,第二分局,120.666625,24.161909,健行里,460.0
730.0,臺中市北區健行里梅亭街586之5號,1,第二分局,120.670267,24.160773,健行里,243.0
731.0,臺中市北區健行里忠太東路58號,2,第二分局,120.668291,24.162032,健行里,844.0
732.0,臺中市北區賴興里文心路四段230號,2,第二分局,120.67872,24.172792,賴興里,3315.0
733.0,臺中市北區健行里華興街80號,2,第二分局,120.669517,24.16007,健行里,935.0
734.0,臺中市北區長青里武漢街138號,2,第二分局,120.671668,24.167316,長青里,343.0
735.0,臺中市北區健行里忠太東路55號,4,第二分局,120.668436,24.161439,健行里,1150.0
736.0,臺中市北區立人里北平三街5號,2,第二分局,120.670613,24.172689,立人里,438.0
737.0,臺中市北區明德里太原路一段478之1號,1,第二分局," 120.66942",24.165022,明德里,519.0
738.0,臺中市北區長青里陝西路22號,1,第二分局,120.66842,24.167778,長青里,237.0
739.0,臺中市北區賴旺里文心路四段172號,1,第二分局,120.674359,24.173611,賴旺里,408.0
740.0,臺中市北區賴興里文昌東二街81號,1,第二分局,120.678556,24.171844,賴興里,296.0
741.0,臺中市北區健行里健行路906巷2號,1,第二分局,120.6653043,24.159611,健行里,190.0
742.0,臺中市北區健行里梅亭街536號,2,第二分局,120.67299,24.160767,健行里,1308.0
743.0,臺中市北區健行里忠太東路8號,3,第二分局,120.668314,24.160301,健行里,1479.0
744.0,臺中市北區立人里北平路162號,1,第二分局,120.670715,24.171533,立人里,1183.0
745.0,臺中市北區立人里北平路160號,1,第二分局,120.670715,24.171533,立人里,864.0
746.0,臺中市北區明德里太原路一段392之1號,1,第二分局," 120.66556",24.164980,明德里,204.0
747.0,臺中市北區長青里武昌路145號,1,第二分局,120.671657,24.167629,長青里,904.0
748.0,臺中市北區賴興里文心路四段190號,1,第二分局,120.67518,24.173235,賴興里,1116.0
749.0,臺中市北區長青里華美街二段178號,1,第二分局,120.6659849,24.16752681,長青里,434.0
750.0,臺中市北區明德里忠明路325號,1,第二分局,120.666315,24.163094,明德里,1571.0
751.0,臺中市北區健行里健行路898號,1,第二分局,120.667758,24.159347,健行里,517.0
752.0,臺中市北區健行里華興街671號,1,第二分局,120.66909,24.160588,健行里,1068.0
753.0,臺中市北區立人里北平一街10號,1,第二分局,120.668627,24.172494,立人里,780.0
754.0,臺中市北區長青里陜西路25號,3,第二分局,120.668031,24.16797,長青里,800.0
755.0,臺中市北區健行里西屯路一段398號,1,第二分局,120.66534,24.160689,健行里,314.0
756.0,臺中市北區長青里陝西東一街16號,1,第二分局,120.668799,24.169395,長青里,315.0
757.0,臺中市北區健行里忠太東路512號,1,第二分局,120.668246,24.159692,健行里,1087.0
758.0,臺中市北區明德里太原一街6號,1,第二分局,120.666496,24.165942,明德里,446.0
759.0,臺中市北區立人里北平路一段77號,1,第二分局," 120.67068",24.172015,立人里,669.0
760.0,臺中市北區立人里中清路一段637號,1,第二分局,120.6712015,24.17065739,立人里,1509.0
761.0,臺中市北區明新里忠太東路114號,1,第二分局,120.671313,24.164092,明新里,237.0
762.0,臺中市北區立人里華美街二段368號,1,第二分局," 120.67123",24.173342,立人里,1608.0
763.0,臺中市北區健行里忠明路370號,1,第二分局,120.667062,24.162932,健行里,718.0
764.0,臺中市北區健行里德化街507號,1,第二分局," 120.67171",24.161484,健行里,2533.0
765.0,臺中市北區賴興里永定一街68號,1,第二分局,120.678797,24.170734,賴興里,235.0
766.0,臺中市北區賴明里中清路一段606號,1,第二分局," 120.67312",24.168231,賴明里,980.0
767.0,臺中市北區賴旺里青島路一段6號之1,1,第二分局," 120.67392",24.173802,賴旺里,1419.0
768.0,臺中市北區賴旺里中清路一段880巷23號,1、2,第二分局,120.673322,24.173662,賴旺里,757.0
769.0,臺中市北區長青里陜西路62號,1,第二分局,120.6683475,24.16908338,長青里,942.0
770.0,臺中市北區立人里北平路一段10號,1,第二分局,120.6679909,24.17163418,立人里,864.0
771.0,臺中市北區明德里太原北路86號,1,第二分局,120.6690448,24.16525949,明德里,918.0
772.0,臺中市北區明德里忠明七街30號,1,第二分局,120.6691853,24.16318156,明德里,325.0
773.0,臺中市北區明德里太原北路2號,1,第二分局,120.666225,24.16530425,明德里,1431.0
774.0,臺中市北區明德里漢口路三段80號,1,第二分局," 120.66852",24.166798,明德里,1003.0
775.0,臺中市北區賴興里文昌東二街116巷1號,1,第二分局,120.6781632,24.17099722,賴興里,1812.0
776.0,臺中市北區梅川里文昌東一街111號,1,第二分局,120.6766621,24.16743915,梅川里,804.0
777.0,臺中市北區健行里華信街10號,1,第二分局,120.6740364,24.16183603,健行里,2673.0
778.0,臺中市北區賴旺里天津路二段61號,1,第二分局,120.674143,24.170305,賴旺里,1559.0
779.0,臺中市北區賴明里山西路二段90號之2,1,第二分局,120.675841,24.169574,賴明里,1132.0
780.0,臺中市北區長青里天津路一段130號,1,第二分局,120.6709778,24.17020337,長青里,585.0
781.0,臺中市北區賴明里漢口路四段5號之1,1,第二分局," 120.67357",24.167489,賴明里,670.0
782.0,臺中市北區長青里陜西路24號,1,第二分局,120.6683553,24.168064,長青里,646.0
783.0,臺中市北區長青里陝西五街8號,1,第二分局,120.6671194,24.16933868,長青里,751.0
784.0,臺中市北區立人里華美街二段258號,1,第二分局,120.6670464,24.17114412,立人里,792.0
785.0,臺中市北區明德里忠明路429號,1,第二分局,120.6697783,24.16347502,明德里,1031.0
786.0,臺中市北區中達里育德路131巷10號,1,第二分局," 120.67415",24.157011,中達里,136.0
787.0,臺中市北區中達里英才路170巷6號,1,第二分局,120.6749118,24.15632193,中達里,133.0
788.0,臺中市北區中達里英才路170巷4號,1,第二分局,120.6750038,24.15632369,中達里,133.0
789.0,臺中市北區中達里育德路187號,1,第二分局,120.6697136,24.1571675,中達里,285.0
790.0,臺中市北區大湖里湖北街64巷1號之14,1,第二分局,120.6773154,24.1508984,大湖里,364.0
791.0,臺中市北區湖北里五權路318巷1號之2,1,第二分局," 120.67945",24.152113,湖北里,143.0
792.0,臺中市北區中正里民權路220號,1,第二分局,120.6740607,24.14375739,中正里,166.0
793.0,臺中市北區金華里三民路三段263號,1,第二分局,120.6876436,24.15609032,金華里,1068.29
794.0,臺中市北區長青里陝西六街1號,1,第二分局,120.667278,24.168531,長青里,120.0
795.0,臺中市北區五常里英才路1號,1,第二分局,120.678332,24.155387,五常里,143.0
796.0,臺中市北區賴明里中清路一段606號,1,第二分局,120.673079,24.168251,賴明里,221.0
797.0,臺中市北區賴厝里漢口路四段168號,1,第二分局," 120.67851",24.166220,賴厝里,3154.0
798.0,臺中市北區錦平里太平路74號,1,第二分局," 120.68174",24.149711,錦平里,155.0
799.0,臺中市北區錦平里太平路74號,3,第二分局," 120.68174",24.149711,錦平里,1085.0
800.0,臺中市北區育德里育德路116號,1,第二分局,120.673142,24.157682,育德里,1188.0
801.0,臺中市北區建興里德化街184號,1,第二分局," 120.68581",24.161781,建興里,509.0
802.0,臺中市北區建興里健行路378號,2,第二分局," 120.68243",24.159421,建興里,1406.0
803.0,臺中市北區建興里崇德路一段133巷6號,1、2,第二分局," 120.68471",24.161465,建興里,2183.0
804.0,臺中市北區光大里中清路一段98號,2、3,第二分局,120.677477,24.153385,光大里,3277.0
805.0,臺中市北區邱厝里中清路一段108號,2、3,第二分局,120.677507,24.154353,邱厝里,1218.0
806.0,臺中市北區五常里中清路一段80號,2,第二分局,120.677488,24.153095,五常里,653.0
807.0,臺中市北區文莊里中清路一段87巷10號,2、3,第二分局," 120.67660",24.155134,文莊里,2598.0
808.0,臺中市北區文莊里文武街2號,1,第二分局," 120.67810",24.154054,文莊里,1494.0
809.0,臺中市北區文莊里英士路105號,2,第二分局," 120.67522",24.151950,文莊里,306.0
810.0,臺中市北區文莊里文化街11號,1,第二分局,120.675013,24.152379,文莊里,391.0
811.0,臺中市北區文莊里中清路一段91號,2、3,第二分局,120.676992,24.155579,文莊里,1327.0
812.0,臺中市北區文莊里文武街17號,1,第二分局," 120.67588",24.154363,文莊里,1094.0
813.0,臺中市北區金華里進德北路156號之1號,1,第二分局,120.693220,24.154889,金華里,389.0
814.0,臺中市北區金華里雙十路二段40巷6號,1,第二分局,120.690811,24.155573,金華里,456.0
815.0,臺中市北區長青里陝西路29號,1,第二分局,120.668066,24.168134,長青里,800.0
816.0,臺中市北區金華里三民路三段290號,1,第二分局,120.688355,24.156568,金華里,1096.0
817.0,臺中市北區健行里中清路一段369號,2,第二分局," 120.67436",24.162611,健行里,576.0
818.0,臺中市北區賴明里文昌東一街292號,1,第二分局,120.676727,24.169618,賴明里,643.0
819.0,臺中市北區明新里中清路一段435號,1,第二分局,120.673751,24.164514,明新里,296.0
820.0,臺中市北區明新里中清路一段447號,1,第二分局,120.673354,24.165696,明新里,435.0
821.0,臺中市北區明新里中清路一段652號,2,第二分局,120.673184,24.169250,明新里,3811.0
822.0,臺中市北區賴明里中清路一段726巷6號,1,第二分局,120.673296,24.169314,賴明里,1062.0
823.0,臺中市北區新興里三民路三段92之3號,2,第二分局," 120.68377",24.149087,新興里,245.0
824.0,臺中市北區錦洲里進化路570巷3號,1,第二分局," 120.69513",24.159264,錦洲里,1417.0
825.0,臺中市北區邱厝里育德路2號,1,第二分局,120.6804421,24.157383,邱厝里,1978.0
826.0,臺中市北區邱厝里育德路29號,2、3,第二分局,120.679173,24.157039,邱厝里,3120.0
827.0,臺中市北區賴村里中清路一段370號,1,第二分局," 120.67559",24.161722,賴村里,576.0
828.0,臺中市北區金龍里北屯路1號,1,第二分局," 120.69054",24.159860,金龍里,1965.0
829.0,臺中市北區建興里榮華街77號,1,第二分局," 120.68657",24.162030,建興里,621.0
830.0,臺中市北區崇德里崇德路一段452號,1,第二分局," 120.68537",24.163642,崇德里,615.0
831.0,臺中市北區崇德里崇德路一段542號,1,第二分局," 120.68542",24.167032,崇德里,439.0
832.0,臺中市北區大湖里湖北街101號,1,第二分局,120.678934,24.150797,大湖里,252.0
833.0,臺中市北區文莊里中清路一段79號,2、3,第二分局,120.67704,24.154498,文莊里,1165.0
834.0,"臺中市北區大湖里中華路二段98號 ",1,第二分局,120.680595,24.148970,大湖里,317.0
