建築物名稱,類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容量人數,備註
補習班,公寓,HNB00421,中興里,新竹縣竹北市中興里2鄰嘉豐五路一段166號,"24.8132744,121.0291377",1,385.0,
新竹縣政府,公寓,HNB00422,中興里,新竹縣竹北市中興里5鄰嘉豐六路一段101號,"24.8112358,121.0300938",1,2055.0,
惠理建設,大樓,HNB00423,鹿場里,新竹縣竹北市鹿場里28鄰成功十六街3號,"24.811794,121.020251",3,6375.0,
"新竹縣政府 托嬰中心",公寓,HNB00424,中興里,新竹縣竹北市中興里福興東路二段169號,"24.8137567,121.0295676",1,743.0,
椰寶建設,大樓,HNB00425,東興里,新竹縣竹北市東興里27鄰嘉興一街168號,"24.80877,121.045833",1,3242.0,
合石建設,大樓,HNB00426,北興里,新竹縣竹北市北興里29鄰勝利十五街258號,"24.8285358,121.0301742",2,2303.0,
富邦建築,大樓,HNB00427,鹿場里,新竹縣竹北市鹿場里28鄰興隆路二段337號,"24.8100456,121.02057",2,4190.0,
竹風建設,大樓,HNB00428,北興里,新竹縣竹北市北興里29鄰勝利十五街196號,"24.8286021,121.0300161",3,1857.0,
台元紡織廠,公寓,HNB00429,竹北里,新竹縣竹北市竹北里中山路416號,"24.8388295,121.0127282",1,59.0,
義民中學-禮堂,公寓,HNB00430,竹義里,新竹縣竹北市竹義里中正西路15號,"24.8391368,121.0040633",1,153.0,
台灣省水產試驗所,公寓,HNB00431,新崙里,新竹縣竹北市新崙里22鄰中華路111號,"24.8296392,121.0002794",1,194.0,
義民中學-勤學樓,公寓,HNB00432,竹義里,新竹縣竹北市竹義里中正西路15號,"24.8391368,121.0040633",1,236.0,
大樓,大樓,HNB00434,竹義里,新竹縣竹北市竹義里中正東路488號,"24.8385124,121.0062488",1,1088.0,
義民中學-司令台,公寓,HNB00435,竹義里,新竹縣竹北市竹義里中正西路15號,"24.8391368,121.0040633",1,93.0,
竹北市公所托兒所,公寓,HNB00436,新國里,新竹縣竹北市新國里22鄰中正西路247號,"24.8423185,120.9973971",1,92.0,
新社國小-圖書館,公寓,HNB00437,新社里,新竹縣竹北市新社里25鄰新社40號,"24.8435013,120.9988834",1,69.0,
華光智能發展中心,公寓,HNB00438,竹北里,新竹縣竹北市竹北里和平街82號,"24.8395893,121.010007",1,47.0,
大樓,大樓,HNB00439,泰和里,新竹縣竹北市泰和里11鄰中泰路6-12號,"24.8394551,121.0075413",1,957.0,
瑩光化學公司,公寓,HNB00440,泰和里,新竹縣竹北市泰和里博愛街959號,"24.8475252,121.0211686",1,151.0,
台新大樓,大樓,HNB00441,竹義里,新竹縣竹北市竹義里中華路408巷61弄2-4號,"24.8388331,121.0073557",1,195.0,
大樓,大樓,HNB00442,新國里,新竹縣竹北市新國里15鄰新光街八六巷6號,"24.841325,120.9985224",1,404.0,
"五惠建設 向陽大樓",大樓,HNB00443,新國里,新竹縣竹北市新國里11鄰華興街262巷52-2F號,"24.8387482,120.9987498",1,653.0,
大樓,大樓,HNB00444,竹義里,新竹縣竹北市竹義里新民街29巷7號,"24.840929,121.0041844",1,544.0,
大樓,大樓,HNB00445,竹義里,新竹縣竹北市竹義里新民街25號,"24.8407933,121.0043412",1,175.0,
大樓,大樓,HNB00446,竹義里,新竹縣竹北市竹義里中正西路56巷11號,"24.8408385,121.0041308",1,555.0,
大樓,大樓,HNB00447,竹義里,新竹縣竹北市竹義里49鄰新民路29巷6-10號,"24.8362111,121.0012539",1,447.0,
台新大廈,大樓,HNB00448,竹義里,新竹縣竹北市竹義里中華路408巷61弄1號,"24.8388331,121.0073557",1,1377.0,
竹北雄觀,大樓,HNB00449,竹義里,新竹縣竹北市竹義里中華路352號,"24.8370542,121.0053055",1,1843.0,
"弘鼎建設 華興天下",大樓,HNB00450,新國里,新竹縣竹北市新國里1鄰中央路233號,"24.8388802,120.9997402",1,1952.0,
大樓,大樓,HNB00451,竹義里,新竹縣竹北市竹義里文昌路63號,"24.8362111,121.0012539",1,477.0,
財神大廈,大樓,HNB00452,竹北里,新竹縣竹北市竹北里博愛街513號,"24.8396172,121.0106405",1,547.0,
大樓,大樓,HNB00453,竹義里,新竹縣竹北市竹義里新民路21號,"24.8362111,121.0012539",1,197.0,
公園城,大樓,HNB00454,竹北里,新竹縣竹北市竹北里2鄰十興路305巷2號,"24.833192,121.023179",1,2859.0,
華馨園大廈,大樓,HNB00455,新社里,新竹縣竹北市新社里華興街136號,"24.8404827,121.0030073",1,1031.0,
大樓,大樓,HNB00456,新國里,新竹縣竹北市新國里中正西路245號,"24.842288,120.997366",1,199.0,
大樓,大樓,HNB00457,新國里,新竹縣竹北市新國里10鄰華興街2街40號,"24.8386411,121.0011233",1,137.0,
大樓,大樓,HNB00458,新社里,新竹縣竹北市新社里30鄰新國街40號,"24.8422965,120.9956334",1,640.0,
"動慶建設 華興傳家寶",大樓,HNB00459,新國里,新竹縣竹北市新國里11鄰中央路225號,"24.8387968,121.0001472",1,529.0,
金銀島大樓,大樓,HNB00460,新社里,新竹縣竹北市新社里31鄰新生街85號,"24.842077,120.995305",1,232.0,
大樓,大樓,HNB00461,竹義里,新竹縣竹北市竹義里新光街243號,"24.8365151,121.001868",1,404.0,
逸園大樓,大樓,HNB00462,竹義里,新竹縣竹北市竹義里三民路541號,"24.8364098,121.0062917",1,1169.0,
喜年華大樓,大樓,HNB00463,新國里,新竹縣竹北市新國里13鄰新光街170號,"24.8382503,120.9982665",1,1051.0,
竹北高中,公寓,HNB00464,竹義里,新竹縣竹北市竹義里中央路3號,"24.836906,121.0041381",1,6824.0,
金色大地華廈,大樓,HNB00465,竹北里,新竹縣竹北市竹北里3鄰三民路59號,"24.8339192,121.0179772",1,937.0,
才高八斗,大樓,HNB00466,新社里,新竹縣竹北市新社里華興街78號,"24.8420087,121.0041004",1,3137.0,
中正傳家寶,大樓,HNB00467,新社里,新竹縣竹北市新社里29鄰新興路27巷5-7F號,"24.8435066,120.9940955",1,1031.0,
阿波羅大廈,大樓,HNB00468,竹義里,新竹縣竹北市竹義里中華路368號,"24.8377541,121.0053468",1,127.0,
公寓,公寓,HNB00469,竹北里,新竹縣竹北市竹北里16鄰和平街98號,"24.8401159,121.0104249",1,163.0,
竹北國中,公寓,HNB00470,新社里,新竹縣竹北市新社里中正西路154號,"24.8410569,121.0005151",1,1785.0,
大樓,大樓,HNB00471,竹義里,新竹縣竹北市竹義里華興街299號,"24.8372451,120.99962",1,837.0,
竹北國小,公寓,HNB00472,竹義里,新竹縣竹北市竹義里46鄰中正西路17號,"24.839441,121.0036992",1,1043.0,
青年居大樓,大樓,HNB00473,竹北里,新竹縣竹北市竹北里十興路305巷295號,"24.832001,121.024806",1,516.0,
大樓,大樓,HNB00474,新社里,新竹縣竹北市新社里國盛街365號,"24.8424141,120.9985804",1,767.0,
"昌益建設 藝術名宮",大樓,HNB00475,新國里,新竹縣竹北市新國里11鄰中央路237號,"24.8390365,120.9996762",1,1491.0,
大地綠野,公寓,HNB00476,竹北里,新竹縣竹北市竹北里十興路305巷13弄22號,"24.8323525,121.0234084",1,871.0,
大樓,大樓,HNB00477,新社里,新竹縣竹北市新社里28鄰新民街326巷5號,"24.8435543,120.9959318",1,917.0,
金瓜石旅行社公司,大樓,HNB00478,竹義里,新竹縣竹北市竹義里新泰路110號之112號,"24.8390583,121.0076574",1,387.0,
竹北華盛頓,大樓,HNB00479,竹義里,新竹縣竹北市竹義里中華路348號,"24.8368228,121.005307",1,1255.0,
竹北金站社區,大樓,HNB00480,泰和里,新竹縣竹北市泰和里11鄰新泰路78巷2至14號,"24.8405673,121.0078871",1,2123.0,
"富源建設 富源名品NO.9",大樓,HNB00481,新社里,新竹縣竹北市新社里國盛街224-6F號,"24.8435376,121.0024322",1,749.0,
大樓,大樓,HNB00482,新社里,新竹縣竹北市新社里27鄰新民路213巷7弄2-6F號,"24.8436458,120.996763",1,1145.0,
公園大郡,公寓,HNB00483,新社里,新竹縣竹北市新社里國盛街240巷7號,"24.8444366,121.0024487",1,3476.0,
中正國小,公寓,HNB00484,竹北里,新竹縣竹北市竹北里10鄰中山路190號,"24.8363991,121.0193888",1,1007.0,
新社國小,公寓,HNB00485,新社里,新竹縣竹北市新社里25鄰新社40號,"24.8435013,120.9988834",1,913.0,
竹北國小,公寓,HNB00486,竹義里,新竹縣竹北市竹義里46鄰中正西路17號,"24.839441,121.0036992",1,2529.0,
基業建設,大樓,HNB00487,泰和里,新竹縣竹北市泰和里1鄰中山路10巷15-27號,"24.835325,121.0253893",1,1057.0,
"基業建設 站前尊邸",大樓,HNB00488,竹義里,新竹縣竹北市竹義里32鄰中泰路27.29號,"24.8397714,121.0067344",1,461.0,
大樓,大樓,HNB00489,新國里,新竹縣竹北市新國里中正西路129號,"24.8410121,121.0000247",1,145.0,
旭嘉建設-翡翠森林,大樓,HNB00490,泰和里,新竹縣竹北市泰和里16鄰中華路785號,"24.8454295,121.0054797",1,3959.0,
勝開科技,公寓,HNB00491,泰和里,新竹縣竹北市泰和里23鄰泰和路84號,"24.8470814,121.0092874",1,4524.0,
大樓,大樓,HNB00492,泰和里,新竹縣竹北市泰和里15鄰國盛街28之1-7號,"24.8424437,121.004454",1,468.0,
廣晶科技,公寓,HNB00493,泰和里,新竹縣竹北市泰和里6鄰中和街62巷17弄1號,"24.8487036,121.012058",1,2211.0,
聯合能源科技公司,大樓,HNB00494,泰和里,新竹縣竹北市泰和里12鄰新泰路31號,"24.8405642,121.0084221",1,9855.0,
旺矽科技公司,公寓,HNB00495,泰和里,新竹縣竹北市泰和里8鄰中和街155號,"24.8484287,121.009713",1,944.0,
文生開發股份有限公司（170廠）,大樓,HNB00496,竹北里,新竹縣竹北市竹北里台元街20號,"24.8404929,121.0120095",1,86084.0,
旺矽科技股份有限公司,公寓,HNB00497,泰和里,新竹縣竹北市泰和里中和街151號,"24.848345,121.0103922",1,1508.0,
"竹冠建設 浮生六藝社區",大樓,HNB00498,竹義里,新竹縣竹北市竹義里中正西路56巷17號,"24.8408385,121.0041308",2,3697.0,
"豐邑建設 大地風華",大樓,HNB00499,竹義里,新竹縣竹北市竹義里中泰路55號,"24.8397407,121.0064229",2,5856.0,
新竹縣政府-新竹縣身心障礙綜合福利中心,公寓,HNB00500,竹北里,新竹縣竹北市竹北里11鄰中山路220號,"24.8369456,121.0181059",1,2707.0,
義民中學-福利社,大樓,HNB00501,竹義里,新竹縣竹北市竹義里中正西路15號,"24.8391368,121.0040633",2,1035.0,
竹北國中-仁愛樓,公寓,HNB00502,新社里,新竹縣竹北市新社里中正西路154號,"24.8410569,121.0005151",1,869.0,
"文生建設 ",大樓,HNB00503,竹北里,新竹縣竹北市竹北里12鄰台元街32之1號,"24.8430411,121.016416",1,18999.0,
義民中學-敬業樓,大樓,HNB00504,竹義里,新竹縣竹北市竹義里中正西路15號,"24.8391368,121.0040633",1,3175.0,
美地建設公司-愛戀6度c社區,大樓,HNB00505,泰和里,新竹縣竹北市泰和里21鄰新工五路37號,"24.8482227,121.0039046",2,2503.0,
晴園建設公司,大樓,HNB00506,新國里,新竹縣竹北市新國里14鄰新溪街161-1二F號,"24.8370324,120.9986124",1,328.0,
財團法人中華血液基金會,大樓,HNB00507,新崙里,新竹縣竹北市新崙里光明十一路215巷6號,"24.8346069,120.9981045",1,2219.0,
興築建設公司-站前威力,大樓,HNB00508,竹北里,新竹縣竹北市竹北里16鄰博愛街497號,"24.8391359,121.010444",2,5589.0,
"新家華建設 棕櫚泉",大樓,HNB00509,泰和里,新竹縣竹北市泰和里8鄰中和街17號,"24.8442713,121.0139319",2,3233.0,
"文生開發公司 第三期",大樓,HNB00510,竹北里,新竹縣竹北市竹北里台元一街7號,"24.8420184,121.0174555",2,57021.0,
春福建設-雲端,大樓,HNB00512,新崙里,新竹縣竹北市新崙里4鄰興隆路一段1號,"24.8256329,120.9979158",3,2179.0,
悅陽建設,大樓,HNB00513,竹北里,新竹縣竹北市竹北里中正西路50號,"24.8396236,121.0040288",1,823.0,
佳陞建設股份有限公司,大樓,HNB00514,新崙里,新竹縣竹北市新崙里4鄰興隆路一段49號,"24.8250281,120.9987237",3,6746.0,
大地至尊建設,大樓,HNB00515,新社里,新竹縣竹北市新社里國盛街313號,"24.8437864,120.9997489",3,1901.0,
川睦建設,大樓,HNB00516,新國里,新竹縣竹北市新國里環北路五段55號,"24.841357,120.9942655",2,3796.0,
文生開發,大樓,HNB00517,竹北里,新竹縣竹北市竹北里台元一街8-3號,"24.8416492,121.0183383",3,57021.0,
公寓,公寓,HNB00518,新崙里,新竹縣竹北市新崙里中華路171號,"24.8309107,121.0016151",1,347.0,
椰寶建設股份有限公司,大樓,HNB00519,竹北里,新竹縣竹北市新崙里12鄰環北路一段71巷10號,"24.8379474,121.0205115",2,4336.0,
佳泰建設股份有限公司,大樓,HNB00520,竹義里,新竹縣竹北市竹義里4鄰福竹街102號,"24.8346587,121.0073104",3,4527.0,
寶城建設股份有限公司,大樓,HNB00521,新崙里,新竹縣竹北市新崙里4鄰光明十八街72號,"24.831225,120.998349",3,2344.0,
川睦建設,大樓,HNB00522,新國里,新竹縣竹北市新國里12鄰新溪街5號,"24.8343344,120.9936077",2,1906.0,
川睦建設,大樓,HNB00524,新國里,新竹縣竹北市新國里環北路五段53號,"24.8414109,120.9942375",2,1063.0,
元創建設,大樓,HNB00525,竹北里,新竹縣竹北市竹北里12鄰惟馨街116號,"24.8389173,121.0202278",1,969.0,
嘉懋建設,大樓,HNB00526,新國里,新竹縣竹北市新國里新光一街56號,"24.8375979,120.9971034",3,3292.0,
元啟建設,大樓,HNB00527,竹義里,新竹縣竹北市竹義里社崙街15號,"24.8352577,120.9986419",3,1682.0,
圓家華建設,大樓,HNB00528,竹北里,新竹縣竹北市竹北里10鄰惟馨街90號,"24.8379522,121.0196639",2,2150.0,
東亞建築,大樓,HNB00529,竹義里,新竹縣竹北市竹義里20鄰華興街235號,"24.8381947,121.0006659",2,1719.0,
文生開發,大樓,HNB00530,竹北里,新竹縣竹北市竹北里12鄰台元二街1號,"24.8403921,121.0197882",2,11020.0,
竹北市中正國民小學,公寓,HNB00531,竹北里,新竹縣竹北市竹北里10鄰中山路190號,"24.8363991,121.0193888",1,1698.0,
紅樹開發建設公司,大樓,HNB00533,聯興里,新竹縣竹北市聯興里11鄰聯興三街128號,"24.8499099,120.9925755",1,481.0,
椰寶建設,大樓,HNB00534,新國里,新竹縣竹北市新國里13鄰華興三街2號,"24.8372513,120.9987236",2,3703.0,
東亞建築,大樓,HNB00535,新國里,新竹縣竹北市新國里8鄰中央路300號,"24.8401134,120.9981843",3,1463.0,
竹風建設,大樓,HNB00536,竹北里,新竹縣竹北市竹北里12鄰環北路一段105號,"24.8382444,121.0208666",2,1104.0,
寶誠建設,大樓,HNB00537,竹北里,新竹縣竹北市竹北里5鄰莊敬北路577號,"24.8336332,121.0264806",3,2150.0,
盛裕建設,大樓,HNB00538,新崙里,新竹縣竹北市新崙里24鄰光明十一路22號,"24.831225,120.998349",3,3172.0,
鋒華科技,公寓,HNB00539,新社里,新竹縣竹北市新社里19鄰環北路三段265號,"24.8490143,120.9977914",1,2686.0,
總圓建設,大樓,HNB00540,竹北里,新竹縣竹北市竹北里4鄰新瀧一街5號,"24.8333005,121.0234768",1,2644.0,
椰寶建設,大樓,HNB00541,新國里,新竹縣竹北市新國里13鄰新溪街13號,"24.8365154,120.9982354",2,1504.0,
大樓,大樓,HNB00542,竹北里,新竹縣竹北市竹北里11鄰中山路402號,"24.8388731,121.0138847",1,133.0,
文生開發,大樓,HNB00543,竹北里,新竹縣竹北市竹北里12鄰台元街18號,"24.8397876,121.0116918",2,9188.0,
臺億建築,大樓,HNB00544,竹北里,新竹縣竹北市竹北里12鄰環北路一段111號,"24.8387111,121.0205077",2,3241.0,
盛大建設股份有限公司,大樓,HNB00545,新國里,新竹縣竹北市新國里11鄰華興街240號,"24.8382926,121.0004132",2,350.0,
德鑫建設股份有限公司,大樓,HNB00546,新國里,新竹縣竹北市新國里13鄰華興五街82號,"24.8372903,120.997501",3,388.0,
椰寶建設股份有限公司,大樓,HNB00547,新國里,新竹縣竹北市新國里17鄰新光三街20號,"24.8393945,120.995783",2,3551.0,
東亞建築經理股份有限公司,大樓,HNB00548,新國里,新竹縣竹北市新國里14鄰環北路386號,"24.8391208,120.9951603",3,756.0,
佳泰建設股份有限公司,大樓,HNB00549,竹北里,新竹縣竹北市竹北里4鄰十興路312號,"24.8328069,121.0240781",1,1916.0,
元方建設股份有限公司,大樓,HNB00550,新崙里,新竹縣竹北市新崙里20鄰光明14街45號,"24.8311248,121.0007282",2,1860.0,
大樓,大樓,HNB00551,泰和里,新竹縣竹北市泰和里21鄰新工五路57號,"24.8483091,121.0031749",1,183.0,
總誼建設,大樓,HNB00552,竹北里,新竹縣竹北市竹北里2鄰十興路120號,"24.833192,121.023179",3,1958.0,
總誼建設,大樓,HNB00553,竹北里,新竹縣竹北市竹北里2鄰十興路63號,"24.8326236,121.0241188",2,1573.0,
總誼建設,大樓,HNB00554,竹北里,新竹縣竹北市竹北里2鄰十興路305巷13弄73號,"24.833192,121.023179",3,3035.0,
秉和建設,大樓,HNB00555,新崙里,新竹縣竹北市新崙里中華路220號,"24.8311775,121.0023784",3,1746.0,
興築建設,大樓,HNB00556,竹北里,新竹縣竹北市竹北里北新ㄧ街30號,"24.8336786,121.0241851",1,4023.0,
大樓,大樓,HNB00557,泰和里,新竹縣竹北市泰和里11鄰興泰路108號,"24.8396355,121.0080173",1,538.0,
靖洋科技,公寓,HNB00558,泰和里,新竹縣竹北市泰和里保泰三路80號,"24.847192,121.0018958",1,2298.0,
台耀科技,大樓,HNB00559,泰和里,新竹縣竹北市泰和里3鄰博愛街803號,"24.8450539,121.0185873",2,10400.0,
昌益科技園區,大樓,HNB00560,泰和里,新竹縣竹北市泰和里13鄰環科一路3-2號,"24.8447222,121.0077058",3,26432.0,
僑馥建築經理,大樓,HNB00561,新社里,新竹縣竹北市新社里31鄰環北路五段23號,"24.8422877,120.9940295",3,1270.0,
承輝先進,公寓,HNB00562,新社里,新竹縣竹北市新社里19鄰保泰五路81號,"24.8471268,120.9996696",1,445.0,
"文生開發 台元科技園區",大樓,HNB00563,竹北里,新竹縣竹北市竹北里台元二街6-1號,"24.8403558,121.0195874",3,23898.0,
澤緣建設,大樓,HNB00564,新國里,新竹縣竹北市新國里華興三街283號,"24.8417464,120.994918",2,1827.0,
三琥建設開發,大樓,HNB00565,竹北里,新竹縣竹北市竹北里5鄰新瀧三街13號,"24.8326864,121.0253818",3,2361.0,
岱嵐建設,大樓,HNB00566,竹義里,新竹縣竹北市竹義里13鄰社崙街33號,"24.835107,120.9991216",2,1070.0,
旺矽科技,公寓,HNB00567,泰和里,新竹縣竹北市泰和里7鄰泰和路153號,"24.848177,121.0098805",3,6366.0,
遠環企業,大樓,HNB00568,新社里,新竹縣竹北市新社里保泰六路2號,"24.847362,120.9974102",1,717.0,
興築建設,大樓,HNB00569,竹北里,新竹縣竹北市竹北里北新一街23號,"24.8333296,121.024881",1,7489.0,
紅樹開發建設公司,大樓,HNB00570,新國里,新竹縣竹北市新國里中正西路219巷19號,"24.841717,120.998103",1,624.0,
臺億建築經理,大樓,HNB00571,泰和里,新竹縣竹北市泰和里環北路一段350巷71號,"24.8436342,121.0228263",1,465.0,
大樓,大樓,HNB00572,東平里,新竹縣竹北市東平里4鄰六家2街86號,"24.8091311,121.0273055",2,408.0,
豐邑建設-雅砌社區,大樓,HNB00573,東平里,新竹縣竹北市東平里6鄰嘉豐五路2段87號,"24.8087624,121.0257753",3,4100.0,
"禾寅建設公司 深耕公寓社區",大樓,HNB00574,東平里,新竹縣竹北市東平里4鄰嘉豐六路2段26號,"24.8094254,121.028334",2,2026.0,
欣生建材行,大樓,HNB00575,東平里,新竹縣竹北市東平里文興路一段40號,"24.8123163,121.0245757",1,261.0,
"仟祥建設 高鐵雅筑",大樓,HNB00576,東平里,新竹縣竹北市東平里5鄰六家八街81號,"24.8081847,121.0243718",1,887.0,
李力建設-熱帶嶼,大樓,HNB00577,東平里,新竹縣竹北市東平里5鄰嘉豐二街二段88巷25號,"24.809751,121.0234051",2,2476.0,
中耀建設,大樓,HNB00578,東平里,新竹縣竹北市東平里5鄰六家7路75號,"24.8080133,121.0259841",2,6710.0,
李力建設,大樓,HNB00579,東平里,新竹縣竹北市東平里5鄰六家7路2號,"24.8091287,121.024169",2,8022.0,
"龍筑開發公司 大日天合公寓大廈",大樓,HNB00580,東平里,新竹縣竹北市東平里5鄰興隆路3段33號,"24.8092606,121.0218528",1,716.0,
"新家華建設 羅馬假期",大樓,HNB00581,東平里,新竹縣竹北市東平里5鄰興隆路3段37巷65號,"24.8100661,121.02278",3,5084.0,
"坤山建設 時代敦品",大樓,HNB00582,東平里,新竹縣竹北市東平里興隆路3段59號,"24.8085997,121.0226988",2,4434.0,
"富廣開發-I Vision",大樓,HNB00583,東平里,新竹縣竹北市東平里嘉政二街11號,"24.8090147,121.0300294",2,4724.0,
富源建設,大樓,HNB00584,東平里,新竹縣竹北市東平里5鄰六家八街25號,"24.8090637,121.0231416",2,1740.0,
"源璟建設 臻愛A區",大樓,HNB00585,東平里,新竹縣竹北市東平里隘口六街182號,"24.8011395,121.0363901",2,2939.0,
"豐邑建設 THE ONE社區",大樓,HNB00586,東平里,新竹縣竹北市東平里嘉豐六路2段90號,"24.8080465,121.0273839",2,11127.0,
九宇建設-竹北新悅,大樓,HNB00587,東平里,新竹縣竹北市東平里六家六路1巷7號,"24.8109296,121.0223571",3,1929.0,
"椰林建設 椰林尊邸公寓大廈",大樓,HNB00588,東平里,新竹縣竹北市東平里六家一路一段27號,"24.8114281,121.0253923",2,1537.0,
大樓,大樓,HNB00589,東平里,新竹縣竹北市東平里六家五路168號,"24.8088914,121.0260456",1,290.0,
春福建設公司-君廈社區,大樓,HNB00590,東平里,新竹縣竹北市東平里興隆路三段331號,"24.8046422,121.029297",2,1233.0,
椰林建設公司-椰林大道,大樓,HNB00591,東平里,新竹縣竹北市東平里嘉豐南路二段188號,"24.8048849,121.030318",2,5083.0,
大樓,大樓,HNB00592,東平里,新竹縣竹北市東平里六家五路二段118號,"24.8037508,121.0352872",1,1270.0,
竹冠建設公司-雙翼社區,大樓,HNB00593,隘口里,新竹縣竹北市隘口里復興二路239號,"24.8094974,121.0388282",3,4241.0,
大樓,大樓,HNB00594,東平里,新竹縣竹北市東平里嘉豐五路二段68、70號,"24.8097174,121.0260138",1,429.0,
佳陞建設公司-好Fun社區,大樓,HNB00595,隘口里,新竹縣竹北市隘口里隘口六街145號,"24.8016864,121.0360898",3,3818.0,
新竹縣私立康乃薾國民中小學,公寓,HNB00596,東平里,新竹縣竹北市東平里六家ㄧ路二段115號,"24.8052403,121.0361302",1,4298.0,
豐邑建設公司-極光琉璃,大樓,HNB00597,東平里,新竹縣竹北市東平里7鄰文興路二段48號,"24.8077985,121.0339287",3,21325.0,
新春建設公司-陛廈社區,大樓,HNB00598,東平里,新竹縣竹北市東平里5鄰嘉豐五路二段135號,"24.8073308,121.0244627",2,2045.0,
坤山建設公司-水事紀,大樓,HNB00599,東平里,新竹縣竹北市東平里6鄰興隆路三段329號,"24.8047687,121.0289019",2,2183.0,
"仟祥建設有限公司 綠水雅筑",大樓,HNB00600,東平里,新竹縣竹北市東平里8鄰嘉政九街38號,"24.8061781,121.0349845",2,1900.0,
佳陞建設-好VIEW社區,大樓,HNB00602,隘口里,新竹縣竹北市隘口里興隆路五段371號,"24.8000677,121.0423987",3,3026.0,
椰寶建設-椰寶水岸2社區,大樓,HNB00603,東平里,新竹縣竹北市東平里6鄰興隆路3段287號,"24.8051621,121.0280925",2,1295.0,
盛大建設,大樓,HNB00604,東平里,新竹縣竹北市東平里5鄰嘉豐五路二段101號,"24.8084258,121.0252716",2,7085.0,
鼎毅建設,大樓,HNB00605,東平里,新竹縣竹北市東平里5鄰興隆路3段91號,"24.8081722,121.0234533",2,1751.0,
"豐邑建設-I park社區",大樓,HNB00606,東平里,新竹縣竹北市東平里六家五路2段172號,"24.8026186,121.0363493",3,21058.0,
"坤山建設 藏馥",大樓,HNB00607,東平里,新竹縣竹北市東平里5鄰興隆路3段37巷16號,"24.8095492,121.0225699",2,3220.0,
椰寶建設-椰寶水岸1社區,大樓,HNB00608,東平里,新竹縣竹北市東平里1鄰興隆路3段39號,"24.8089868,121.0221676",2,2045.0,
富源建設公司-富源世紀觀,大樓,HNB00609,東平里,新竹縣竹北市東平里9鄰高鐵2路158巷30號,"24.8039104,121.0362856",2,4278.0,
仁發開發-仁發APEC國際商務中心,大樓,HNB00610,東平里,新竹縣竹北市東平里7鄰嘉豐南路2段78號,"24.806963,121.0314888",2,2289.0,
"豐富建設 紐約、紐約",大樓,HNB00601,東平里,新竹縣竹北市東平里隘口六街131號,"24.8019309,121.0357149",2,3867.0,
大硯建設,大樓,HNB00612,東平里,新竹縣竹北市東平里9鄰隘口二路59號,"24.8039637,121.0342282",2,1132.0,
國立交通大學,公寓,HNB00613,東平里,新竹縣竹北市東平里2鄰六家五路1段1號,"24.8119011,121.0232651",1,2046.0,
新春建設-大觀無極社區,大樓,HNB00614,東平里,新竹縣竹北市東平里9鄰興隆路五段167號,"24.801295,121.0351355",3,2832.0,
美地建設,大樓,HNB00615,東平里,新竹縣竹北市東平里興隆路五段69號,"24.8026167,121.0327589",2,1266.0,
禾寅建設,大樓,HNB00616,東平里,新竹縣竹北市東平里嘉豐五路2段25號,"24.8100771,121.0269839",2,3666.0,
圓家華建設,大樓,HNB00617,東平里,新竹縣竹北市東平里9鄰興隆路五段175號,"24.8010111,121.0356377",3,3680.0,
品奎有限公司,大樓,HNB00618,東平里,新竹縣竹北市東平里1鄰興隆路3段37巷8-10號,"24.809302,121.0224257",1,432.0,
富源建設-芳庭社區,大樓,HNB00619,東平里,新竹縣竹北市東平里8鄰六家一路二段73號,"24.8063168,121.034659",1,754.0,
富源建設-大靜隱,大樓,HNB00620,東平里,新竹縣竹北市東平里6鄰嘉政二街48號,"24.8080218,121.0291182",2,5649.0,
"椰林建設 ",大樓,HNB00621,東平里,新竹縣竹北市東平里4鄰六家1路1段162號,"24.8119489,121.024784",2,3195.0,
佳陞建設公司,大樓,HNB00622,隘口里,新竹縣竹北市隘口里2鄰隘口3街206號,"24.8024285,121.041089",3,31443.0,
捷寶建設公司,大樓,HNB00623,隘口里,新竹縣竹北市隘口里7鄰高鐵一路5號,"24.810298,121.0386965",3,6779.0,
盛裕建設公司,大樓,HNB00624,東平里,新竹縣竹北市東平里9鄰隘口6街139號,"24.8018357,121.0357908",2,2411.0,
銘銓建設,大樓,HNB00625,隘口里,新竹縣竹北市隘口里3鄰隘口3街271號,"24.8012293,121.0429891",2,4887.0,
坤山建設,大樓,HNB00626,東平里,新竹縣竹北市東平里8鄰嘉豐11路2段127巷5號,"24.8033517,121.0325525",2,6806.0,
佳鋐建設,大樓,HNB00627,東平里,新竹縣竹北市東平里6鄰嘉豐六路二段23號,"24.8091346,121.0283769",3,7247.0,
岱嵐城建設,大樓,HNB00628,東平里,新竹縣竹北市東平里8鄰隘口五街16號,"24.8039375,121.0337484",2,1476.0,
富源建設,大樓,HNB00629,東平里,新竹縣竹北市東平里5鄰六家六街57號,"24.8103153,121.0231767",2,2096.0,
大硯建設,大樓,HNB00630,東平里,新竹縣竹北市東平里東平里9鄰隘口2路22號,"24.8028847,121.0335565",2,1956.0,
豐邑建設,大樓,HNB00631,東平里,新竹縣竹北市東平里6鄰興隆路3段301號,"24.8050101,121.0286274",3,2840.0,
富宇建設,大樓,HNB00632,東平里,新竹縣竹北市東平里6鄰六家五路252號,"24.8076967,121.0281176",2,2616.0,
