電腦編號,地址,轄管分局,建築物名稱,縣(市),鄉鎮市區,避難樓層,"防空避難設備面積 (平方公尺)",是否兼作停車空間,"容量 （自動計算）","建檔日期 （西元年/月/日）","最後修正日期 （西元年/月/日）",不設標誌牌,placemark_address
KRA00144,南投縣草屯鎮富寮里中正路568號,草屯分局,南開科技大學圖書館,南投縣,草屯鎮,1.0,1388.0,,1542.0,11/16/1985,12/31/2022,,南投縣草屯鎮富寮里中正路568號
KRA00330,南投縣草屯鎮富寮里中正路568號,草屯分局,南開科技大學南新館,南投縣,草屯鎮,1.0,1699.0,,1887.0,11/17/1985,12/31/2022,,南投縣草屯鎮富寮里中正路568號
KRA00258,南投縣草屯鎮富寮里中正路568號,草屯分局,南開科技大學商學館,南投縣,草屯鎮,1.0,409.0,,454.0,11/18/1985,12/31/2022,,南投縣草屯鎮富寮里中正路568號
KRA00331,南投縣草屯鎮富寮里中正路569號,草屯分局,南開科技大學工業工程館,南投縣,草屯鎮,1.0,224.0,,248.0,11/19/1985,12/31/2022,,南投縣草屯鎮富寮里中正路569號
KRA00137,南投縣草屯鎮富寮里中正路568號,草屯分局,南開科技大學商學館,南投縣,草屯鎮,1.0,1191.0,,1323.0,11/16/1985,12/31/2022,,南投縣草屯鎮富寮里中正路568號
KRA00196,南投縣草屯鎮富寮里中正路571-1號,草屯分局,草屯鎮立青少年活動中心,南投縣,草屯鎮,1.0,1248.0,,1386.0,11/18/1986,12/31/2022,,南投縣草屯鎮富寮里中正路571-1號
KRA00217,南投縣草屯鎮富寮里中正路567號,草屯分局,富功國小星雲館,南投縣,草屯鎮,1.0,89.0,v,61.0,8/22/1982,12/31/2022,,南投縣草屯鎮富寮里中正路567號
KRA00332,南投縣草屯鎮富寮里中正路559巷1號,草屯分局,一般住宅,南投縣,草屯鎮,1.0,4886.0,v,3393.0,3/23/2004,12/31/2022,,南投縣草屯鎮富寮里中正路559巷1號
KRA00333,南投縣草屯鎮富寮里中正路567-5號,草屯分局,總統官邸,南投縣,草屯鎮,1.0,1657.0,v,1150.0,3/23/2004,12/31/2022,,南投縣草屯鎮富寮里中正路567-5號
KRA00334,南投縣草屯鎮富寮里富春路48巷26號,草屯分局,寬心成家,南投縣,草屯鎮,1.0,1734.0,v,1204.0,10/16/2005,12/31/2022,,南投縣草屯鎮富寮里富春路48巷26號
KRA00338,南投縣草屯鎮富寮里中正路574號,草屯分局,工藝研究中心地方工藝館,南投縣,草屯鎮,1.0,49.0,,54.0,9/23/2010,12/31/2022,,南投縣草屯鎮富寮里中正路574號
KRA00339,南投縣草屯鎮富寮里中正路574號,草屯分局,工藝研究中心生活館,南投縣,草屯鎮,1.0,211.0,v,146.0,1/17/2012,12/31/2022,,南投縣草屯鎮富寮里中正路574號
KRA00340,南投縣草屯鎮富寮里中正路579-1號,草屯分局,草屯地政事務所,南投縣,草屯鎮,1.0,1210.0,v,840.0,10/15/2002,12/31/2022,,南投縣草屯鎮富寮里中正路579-1號
KRA00341,南投縣草屯鎮富寮里富中正路71號,草屯分局,南開會館,南投縣,草屯鎮,1.0,3018.0,v,2095.0,1/30/2015,12/31/2022,,南投縣草屯鎮富寮里富中正路71號
KRA00109,南投縣中寮鄉復興村復興巷10號,草屯分局,中寮開閉所,南投縣,中寮鄉,1.0,866.0,,962.0,8/17/1983,12/31/2022,,南投縣中寮鄉復興村復興巷10號
KRA00277,"南投縣草屯鎮敦和里忠孝街287巷1號 ",草屯分局,惠慶建設-忠孝傳家,南投縣,草屯鎮,1.0,2334.0,v,1620.0,7/22/1985,12/31/2022,,南投縣草屯鎮敦和里忠孝街287巷1號
KRA00367,南投縣草屯鎮敦和里碧山路342號,草屯分局,上廣建設公司-上毅皇宮,南投縣,草屯鎮,1.0,2312.0,v,1605.0,9/12/1984,12/31/2022,,南投縣草屯鎮敦和里碧山路342號
KRA00056,南投縣草屯鎮敦和里碧山路122號,草屯分局,千葉茶行,南投縣,草屯鎮,1.0,36.0,,40.0,9/12/1984,12/31/2022,,南投縣草屯鎮敦和里碧山路122號
KRA00237,南投縣草屯鎮敦和里仁愛街59號,草屯分局,豐閣建設,南投縣,草屯鎮,1.0,338.0,v,234.0,9/7/1987,12/31/2022,,南投縣草屯鎮敦和里仁愛街59號
KRA00237,南投縣草屯鎮敦和里碧山南路112號,草屯分局,一般住宅,南投縣,草屯鎮,1.0,21.0,v,14.0,8/17/1984,12/31/2022,,南投縣草屯鎮敦和里碧山南路112號
KRA00125,"南投縣草屯鎮敦和里敦和路72-6號 ",草屯分局,敦和國小-第3棟教學大樓,南投縣,草屯鎮,1.0,119.0,,132.0,11/12/1982,12/31/2022,,南投縣草屯鎮敦和里敦和路72-6號
KRA00235,南投縣草屯鎮敦和里敦和路72-6號,草屯分局,敦和國小-第3棟教學大樓,南投縣,草屯鎮,1.0,94.0,,104.0,10/12/1983,12/31/2022,,南投縣草屯鎮敦和里敦和路72-6號
KRA00300,南投縣草屯鎮敦和里敦和路72-6號,草屯分局,敦和國小-第2棟教學大樓,南投縣,草屯鎮,1.0,50.0,,55.0,11/12/1982,12/31/2022,,南投縣草屯鎮敦和里敦和路72-6號
KRA00121,南投縣草屯鎮敦和里仁愛街267號,草屯分局,一般住宅,南投縣,草屯鎮,1.0,183.0,,203.0,7/12/1985,12/31/2022,,南投縣草屯鎮敦和里仁愛街267號
KRA00344,南投縣草屯鎮敦和里仁愛街76巷8號,草屯分局,愛丁堡大樓,南投縣,草屯鎮,1.0,322.0,v,223.0,7/12/1985,12/31/2022,,南投縣草屯鎮敦和里仁愛街76巷8號
KRA00350,南投縣草屯鎮敦和里信義街139號,草屯分局,水稻之歌第11期,南投縣,草屯鎮,1.0,557.0,v,386.0,12/20/1999,12/31/2022,,南投縣草屯鎮敦和里信義街139號
KRA00351,南投縣草屯鎮敦和里敦和路72-6號,草屯分局,敦和國小-第1棟教學大樓,南投縣,草屯鎮,1.0,956.0,,1062.0,11/12/1982,12/31/2022,,南投縣草屯鎮敦和里敦和路72-6號
KRA00352,南投縣草屯鎮敦和里敦和路133號,草屯分局,璞仁建設-美麗,南投縣,草屯鎮,1.0,819.0,v,568.0,3/20/2017,12/31/2022,,南投縣草屯鎮敦和里敦和路133號
KRA00354,南投縣草屯鎮新庄里芬草路二段417號,草屯分局,一般住宅,南投縣,草屯鎮,2.0,534.0,v,370.0,12/14/2018,12/31/2022,,南投縣草屯鎮新庄里芬草路二段417號
KRA00363,南投縣草屯鎮新庄里芬草路二段417號1樓之1,草屯分局,一般住宅,南投縣,草屯鎮,2.0,534.0,v,370.0,12/14/2018,12/31/2022,,南投縣草屯鎮新庄里芬草路二段417號1樓之1
KRA00292,南投縣草屯鎮新厝里中興路210號,草屯分局,一般住宅-洪豐田,南投縣,草屯鎮,1.0,295.0,,327.0,9/18/1986,12/31/2022,,南投縣草屯鎮新厝里中興路210號
KRA00260,"南投縣草屯鎮新厝里中興路212號 ",草屯分局,一般住宅,南投縣,草屯鎮,1.0,441.0,v,306.0,2/11/1986,12/31/2022,,南投縣草屯鎮新厝里中興路212號
KRA00283,南投縣草屯鎮新厝里中興路230號,草屯分局,洋洋大觀管委會-李金水,南投縣,草屯鎮,1.0,441.0,v,306.0,2/12/1986,12/31/2022,,南投縣草屯鎮新厝里中興路230號
KRA00272,南投縣草屯鎮新厝里中興路178號,草屯分局,一般住宅,南投縣,草屯鎮,1.0,92.0,v,63.0,7/11/1986,12/31/2022,,南投縣草屯鎮新厝里中興路178號
KRA00362,南投縣草屯鎮新厝里新富二街50號,草屯分局,一般住宅,南投縣,草屯鎮,1.0,389.0,v,270.0,8/6/2018,12/31/2022,,南投縣草屯鎮新厝里新富二街50號
KRA00335,南投縣草屯鎮新豐里稻香路20-2號,草屯分局,僑光國小,南投縣,草屯鎮,1.0,1125.0,v,781.0,12/11/2002,12/31/2022,,南投縣草屯鎮新豐里稻香路20-2號
KRA00336,南投縣草屯鎮新豐里稻香路45號,草屯分局,日新國中,南投縣,草屯鎮,1.0,768.0,v,533.0,8/25/2014,12/31/2022,,南投縣草屯鎮新豐里稻香路45號
KRA00337,南投縣草屯鎮新豐里新豐路96巷100號,草屯分局,金福華食品公司,南投縣,草屯鎮,1.0,607.0,v,421.0,6/7/2017,12/31/2022,,南投縣草屯鎮新豐里新豐路96巷100號
KRA00182,"南投縣草屯鎮新豐里中正路1203號 ",草屯分局,豐田汽車,南投縣,草屯鎮,1.0,117.0,v,81.0,9/14/1982,12/31/2022,,南投縣草屯鎮新豐里中正路1203號
KRA00358,南投縣草屯鎮碧峰里碧山路1126-2號,草屯分局,一般住宅,南投縣,草屯鎮,1.0,547.0,,607.0,3/7/2017,12/31/2022,,南投縣草屯鎮碧峰里碧山路1126-2號
KRA00170,南投縣中寮鄉龍安村龍南路45-12號,草屯分局,龍安郵局,南投縣,中寮鄉,1.0,111.0,,123.0,9/17/1982,12/31/2022,不設,南投縣中寮鄉龍安村龍南路45-12號
KRA00359,南投縣草屯鎮雙冬里中正路34號,草屯分局,雙冬國小,南投縣,草屯鎮,1.0,200.0,v,138.0,12/28/2007,12/31/2022,,南投縣草屯鎮雙冬里中正路34號
KRA00368,南投縣草屯鎮北勢里18鄰玉屏巷1-6號,草屯分局,鳥嘴潭人工湖管理中心,南投縣,草屯鎮,1.0,380.0,v,263.0,,4/21/2023,,南投縣草屯鎮北勢里18鄰玉屏巷1-6號
KQA00056,南投縣埔里鎮北門里中山路2段289號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,2170.36,,2411.0,5/8/1991,12/31/2022,,南投縣埔里鎮北門里中山路2段289號
KQA00070,南投縣埔里鎮北門里北環路2段90號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,102.52,,113.0,5/7/1993,12/31/2022,
KQA00020,南投縣埔里鎮北門里中山路2段294號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,99.0,,110.0,6/20/1997,12/31/2022,,南投縣埔里鎮北門里中山路2段294號
KQA00037,南投縣埔里鎮南門里中山路2段399號,埔里分局,飯店,南投縣,埔里鎮,1.0,2822.22,v,1959.0,7/6/1989,12/31/2022,,南投縣埔里鎮南門里中山路2段399號
KQA00045,南投縣埔里鎮南門里西安路1段89號,埔里分局,飯店,南投縣,埔里鎮,2.0,679.26,v,471.0,7/4/1990,12/31/2022,,南投縣埔里鎮南門里西安路1段89號
KQA00053,南投縣埔里鎮薰化里南興街415號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,25.35,,28.0,4/10/1991,12/31/2022,,南投縣埔里鎮薰化里南興街415號
KQA00052,南投縣埔里鎮薰化里中山一路50號之1,埔里分局,一般住宅,南投縣,埔里鎮,1.0,43.9,,48.0,4/10/1991,12/31/2022,,南投縣埔里鎮薰化里中山一路50號之1
KQA00054,南投縣埔里鎮薰化里南興街417號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,25.35,,28.0,4/10/1991,12/31/2022,,南投縣埔里鎮薰化里南興街417號
KQA00055,南投縣埔里鎮薰化里南興街419號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,25.35,,28.0,4/10/1991,12/31/2022,,南投縣埔里鎮薰化里南興街419號
KQA00058,南投縣埔里鎮薰化里南興街2段413號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,44.11,,49.0,7/6/1991,12/31/2022,
KQA00089,南投縣埔里鎮杷城里東興二街36號,埔里分局,金鶯山建設,南投縣,埔里鎮,1.0,373.01,,414.0,6/13/1995,12/31/2022,,南投縣埔里鎮杷城里東興二街36號
KQA00079,南投縣埔里鎮東門里中正路399號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,103.95,,115.0,8/12/1994,12/31/2022,,南投縣埔里鎮東門里中正路399號
KQA00084,南投縣埔里鎮東門里中正路369號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,847.61,v,588.0,11/15/1994,12/31/2022,,南投縣埔里鎮東門里中正路369號
KQA00087,南投縣埔里鎮西門里南昌街284號,埔里分局,郵政總局,南投縣,埔里鎮,1.0,1108.8,,1232.0,3/14/1995,12/31/2022,不設,南投縣埔里鎮西門里南昌街284號
KQA00017,南投縣埔里鎮枇杷里東興三街266號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,65.5,,72.0,6/20/1997,12/31/2022,,南投縣埔里鎮枇杷里東興三街266號
KQA00033,南投縣埔里鎮北安里六合路177號,埔里分局,中華電信線路中心,南投縣,埔里鎮,1.0,426.33,,473.0,2/10/1990,12/31/2022,不設,南投縣埔里鎮北安里六合路177號
KQA00023,南投縣埔里鎮北安里中華路211號,埔里分局,中興保全,南投縣,埔里鎮,1.0,967.0,,1074.0,6/20/1997,12/31/2022,,南投縣埔里鎮北安里中華路211號
KQA00073,南投縣埔里鎮北安里北安路70號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,459.61,,510.0,9/9/1993,12/31/2022,,南投縣埔里鎮北安里北安路70號
KQA00030,南投縣埔里鎮北安里北安路61號,埔里分局,公賣局埔里配銷所,南投縣,埔里鎮,1.0,491.53,,546.0,12/7/1988,12/31/2022,,南投縣埔里鎮北安里北安路61號
KQA00097,南投縣埔里鎮北梅里中華路261巷11號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,1108.8,v,770.0,12/12/1995,12/31/2022,,南投縣埔里鎮北梅里中華路261巷11號
KQA00061,南投縣埔里鎮北梅里西安路1段299號,埔里分局,日茂證劵,南投縣,埔里鎮,1.0,440.0,,488.0,11/4/1991,12/31/2022,
KQA00032,南投縣埔里鎮北安里和平東路490號,埔里分局,郵局,南投縣,埔里鎮,1.0,79.86,,88.0,10/7/1986,12/31/2022,不設,南投縣埔里鎮北安里和平東路490號
KQA00022,南投縣埔里鎮枇杷里中山路1段435號,埔里分局,埔里高工,南投縣,埔里鎮,1.0,500.0,,555.0,6/20/1997,12/31/2022,,南投縣埔里鎮枇杷里中山路1段435號
KQA00096,南投縣埔里鎮枇杷里中山路1段435號,埔里分局,埔里高工,南投縣,埔里鎮,1.0,375.63,,417.0,11/9/1995,12/31/2022,,南投縣埔里鎮枇杷里中山路1段435號
KQA00107,南投縣埔里鎮枇杷里中山路1段435號,埔里分局,埔里高工,南投縣,埔里鎮,1.0,1067.87,,1186.0,9/11/1997,12/31/2022,,南投縣埔里鎮枇杷里中山路1段435號
KQA00019,南投縣埔里鎮枇杷里中山路1段436號,埔里分局,埔里高工,南投縣,埔里鎮,1.0,1018.49,,1131.0,6/20/1997,12/31/2022,
KQA00106,南投縣埔里鎮北梅里八德路179號,埔里分局,殘障大樓,南投縣,埔里鎮,1.0,373.01,,414.0,6/13/1995,12/31/2022,,南投縣埔里鎮北梅里八德路179號
KQA00111,南投縣埔里鎮枇杷里樹人三街137巷6號,埔里分局,一般住宅,南投縣,埔里鎮,2.0,2498.0,v,1734.0,1/16/1999,12/31/2022,,南投縣埔里鎮枇杷里樹人三街137巷6號
KQA00025,南投縣埔里鎮北安里六合路141號,埔里分局,農田水利會福興站,南投縣,埔里鎮,1.0,49.0,,54.0,6/20/1997,12/31/2022,,南投縣埔里鎮北安里六合路141號
KQA00092,南投縣埔里鎮蜈蚣里鯉魚路37號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,976.24,v,677.0,10/11/1995,12/31/2022,,南投縣埔里鎮蜈蚣里鯉魚路37號
KQA00057,南投縣埔里鎮北安里中華路239號,埔里分局,藝文中心,南投縣,埔里鎮,1.0,2170.36,,2411.0,5/8/1991,12/31/2022,,南投縣埔里鎮北安里中華路239號
KQA00065,南投縣埔里鎮鐵山里鐵山路23號,埔里分局,中華電信愛蘭機房,南投縣,埔里鎮,1.0,48.6,,54.0,3/28/1991,12/31/2022,不設,南投縣埔里鎮鐵山里鐵山路23號
KQA00063,南投縣埔里鎮大城里安四街163號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,671.32,v,466.0,10/13/1996,12/31/2022,,南投縣埔里鎮大城里安四街163號
KQA00001,南投縣埔里鎮大城里中山路3段219號,埔里分局,埔里酒廠,南投縣,埔里鎮,1.0,150.0,,166.0,2/25/1987,12/31/2022,,南投縣埔里鎮大城里中山路3段219號
KQA00100,南投縣埔里鎮鐵山里鐵山路1號,埔里分局,埔里基督教醫院,南投縣,埔里鎮,3.0,19277.17,v,13386.0,5/8/1987,12/31/2022,,南投縣埔里鎮鐵山里鐵山路1號
KQA00086,南投縣埔里鎮大城里中山路246號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,1540.08,,1711.0,3/23/1995,12/31/2022,,南投縣埔里鎮大城里中山路246號
KQA00029,南投縣埔里鎮鐵山里鐵山路1-6號,埔里分局,暨大附中,南投縣,埔里鎮,1.0,350.51,,389.0,5/22/1986,12/31/2022,,南投縣埔里鎮鐵山里鐵山路1-6號
KQA00074,南投縣埔里鎮鐵山里鐵山路1-6號,埔里分局,暨大附中,南投縣,埔里鎮,1.0,350.51,,389.0,12/16/1984,12/31/2022,,南投縣埔里鎮鐵山里鐵山路1-6號
KQA00102,南投縣埔里鎮溪南里溪南巷10號,埔里分局,地藏寶塔,南投縣,埔里鎮,2.0,2356.54,,2618.0,8/14/1998,12/31/2022,,南投縣埔里鎮溪南里溪南巷10號
KQA00014,南投縣埔里鎮水頭里隆生路87-1號,埔里分局,台灣佳美工公司,南投縣,埔里鎮,1.0,54.81,,60.0,8/1/1980,12/31/2022,,南投縣埔里鎮水頭里隆生路87-1號
KQA00060,南投縣埔里鎮水頭里東潤路67-4號,埔里分局,一般住宅,南投縣,埔里鎮,1.0,29.88,,33.0,6/5/1990,12/31/2022,,南投縣埔里鎮水頭里東潤路67-4號
KQA00021,南投縣國姓鄉國姓村國姓路462號,埔里分局,中華電信,南投縣,國姓鄉,1.0,252.0,,280.0,11/6/1995,12/31/2022,不設,南投縣國姓鄉國姓村國姓路462號
KQA00042,南投縣國姓鄉國姓村國姓路460之1號,埔里分局,水利會,南投縣,國姓鄉,1.0,65.36,,72.0,11/6/1995,12/31/2022,,南投縣國姓鄉國姓村國姓路460之1號
KQA00104,南投縣國姓鄉國姓村國姓路211號,埔里分局,"國姓國小 ",南投縣,國姓鄉,1.0,256.72,,285.0,8/2/1996,12/31/2022,,南投縣國姓鄉國姓村國姓路211號
KSA00002,南投縣竹山鎮中山里新生路346號,竹山分局,中山里老人活動中心,南投縣,竹山鎮,1.0,225.38,,250.0,1992/7/7,2022/12/31,,南投縣竹山鎮中山里新生路346號
KSA00003,南投縣竹山鎮中正里橫街38號,竹山分局,永和旅社,南投縣,竹山鎮,0.0,14.76,,16.0,1981/4/1,2022/12/31,,南投縣竹山鎮中正里橫街38號
KSA00004,南投縣竹山鎮中正里橫街8號,竹山分局,阿生旅社,南投縣,竹山鎮,0.0,10.0,,11.0,1997/6/20,2022/12/31,,南投縣竹山鎮中正里橫街8號
KSA00005,南投縣竹山鎮竹山里前山路一段2號,竹山分局,竹山郵局,南投縣,竹山鎮,1.0,792.13,,880.0,1992/1/7,2022/12/31,不設,南投縣竹山鎮竹山里前山路一段2號
KSA00006,南投縣竹山鎮中山里竹山路179號,竹山分局,仁濟診所,南投縣,竹山鎮,0.0,15.0,,16.0,1997/6/20,2022/12/31,,南投縣竹山鎮中山里竹山路179號
KSA00007,南投縣竹山鎮中山里竹山路187號,竹山分局,陳婦產科,南投縣,竹山鎮,0.0,15.0,,16.0,1997/6/20,2022/12/31,,南投縣竹山鎮中山里竹山路187號
KSA00008,南投縣竹山鎮硘磘里鯉南路116-72及116-84號,竹山分局,"慶懋建設公司 （龍郡社區）",南投縣,竹山鎮,1.0,811.86,,902.0,1993/4/28,2022/12/31,
KSA00010,南投縣竹山鎮中山里頂林路51號,竹山分局,一般住宅,南投縣,竹山鎮,1.0,10.0,,11.0,1997/6/20,2022/12/31,,南投縣竹山鎮中山里頂林路51號
KSA00011,南投縣竹山鎮中山里頂林路49號,竹山分局,一般住宅,南投縣,竹山鎮,1.0,10.0,,11.0,1997/6/20,2022/12/31,,南投縣竹山鎮中山里頂林路49號
KSA00012,南投縣竹山鎮中山里頂林路53號,竹山分局,一般住宅,南投縣,竹山鎮,1.0,10.0,,11.0,1997/6/20,2022/12/31,,南投縣竹山鎮中山里頂林路53號
KSA00013,南投縣竹山鎮中山里頂林路55號,竹山分局,一般住宅,南投縣,竹山鎮,1.0,10.0,,11.0,1997/6/20,2022/12/31,,南投縣竹山鎮中山里頂林路55號
KSA00014,南投縣竹山鎮中山里頂林路57號,竹山分局,一般住宅,南投縣,竹山鎮,1.0,10.0,,11.0,1997/6/20,2022/12/31,,南投縣竹山鎮中山里頂林路57號
KSA00015,南投縣竹山鎮雲林里集山路三段919號,竹山分局,台灣中小企業銀行,南投縣,竹山鎮,1.0,10.0,,11.0,1997/6/20,2022/12/31,不設,南投縣竹山鎮雲林里集山路三段919號
KSA00018,南投縣竹山鎮雲林里集山路三段1112號,竹山分局,一般住宅,南投縣,竹山鎮,1.0,10.0,,11.0,1997/6/20,2022/12/31,,南投縣竹山鎮雲林里集山路三段1112號
KSA00019,南投縣竹山鎮雲林里埔頭街86號,竹山分局,秀山園旅社,南投縣,竹山鎮,1.0,75.0,,83.0,1997/6/20,2022/12/31,,南投縣竹山鎮雲林里埔頭街86號
KSA00020,南投縣竹山鎮中山里頂林路59號,竹山分局,一般住宅,南投縣,竹山鎮,1.0,10.0,,11.0,1997/6/20,2022/12/31,,南投縣竹山鎮中山里頂林路59號
KSA00021,南投縣竹山鎮中正里橫街28號,竹山分局,一般住宅,南投縣,竹山鎮,1.0,10.0,,11.0,1997/6/20,2022/12/31,,南投縣竹山鎮中正里橫街28號
KSA00022,南投縣竹山鎮中山里竹山路138號,竹山分局,中華電信竹山服務處,南投縣,竹山鎮,1.0,245.0,,272.0,1975/2/10,2022/12/31,不設,南投縣竹山鎮中山里竹山路138號
KSA00023,南投縣竹山鎮竹圍里下橫街253-1號,竹山分局,竹山高中禮堂,南投縣,竹山鎮,1.0,477.419,,530.0,1994/8/17,2022/12/31,,南投縣竹山鎮竹圍里下橫街253-1號
KSA00024,南投縣竹山鎮竹山里集山路三段885號,竹山分局,一般住宅,南投縣,竹山鎮,1.0,10.0,,11.0,1997/6/20,2022/12/31,,南投縣竹山鎮竹山里集山路三段885號
KSA00025,南投縣竹山鎮竹山里集山路三段883號,竹山分局,一般住宅,南投縣,竹山鎮,1.0,10.0,,11.0,1997/6/20,2022/12/31,,南投縣竹山鎮竹山里集山路三段883號
KSA00026,南投縣竹山鎮中山里菜園路27號,竹山分局,台西客運竹山站,南投縣,竹山鎮,1.0,85.0,,94.0,1997/6/20,2022/12/31,,南投縣竹山鎮中山里菜園路27號
KSA00028,南投縣竹山鎮竹山里前山路一段橫巷24號,竹山分局,"盈婚事業有限公司 ",南投縣,竹山鎮,1.0,1457.0,,1618.0,1995/4/7,2022/12/31,,南投縣竹山鎮竹山里前山路一段橫巷24號
KSA00029,南投縣竹山鎮雲林里集山路三段1146號,竹山分局,國泰人壽保險公司,南投縣,竹山鎮,1.0,234.26,,260.0,1981/1/9,2022/12/31,,南投縣竹山鎮雲林里集山路三段1146號
KSA00030,南投縣竹山鎮竹山里橫街90號後棟1樓,竹山分局,竹山鎮公所零售市場,南投縣,竹山鎮,0.0,775.83,,862.0,1986/1/6,2022/12/31,
KSA00031,南投縣竹山鎮延平里延平三路20號,竹山分局,展頌公司,南投縣,竹山鎮,1.0,120.0,,133.0,1987/6/26,2022/12/31,,南投縣竹山鎮延平里延平三路20號
KSA00032,南投縣竹山鎮竹山里集山路三段968號,竹山分局,竹山分局,南投縣,竹山鎮,1.0,237.07,,263.0,1987/1/24,2022/12/31,不設,南投縣竹山鎮竹山里集山路三段968號
KSA00033,南投縣竹山鎮中崎里沉潭巷1-5號,竹山分局,一般住宅,南投縣,竹山鎮,1.0,45.0,,50.0,1977/8/30,2022/12/31,,南投縣竹山鎮中崎里沉潭巷1-5號
KSA00034,南投縣竹山鎮延祥里集山路三段99號,竹山分局,郵局延平支局,南投縣,竹山鎮,1.0,76.44,,84.0,1991/3/14,2022/12/31,不設,南投縣竹山鎮延祥里集山路三段99號
KSA00035,南投縣竹山鎮延平里延平五路8號,竹山分局,台灣增格公司,南投縣,竹山鎮,1.0,43.08,,47.0,1992/12/8,2022/12/31,,南投縣竹山鎮延平里延平五路8號
KSA00036,南投縣竹山鎮延平里東鄉路12-19巷1號,竹山分局,"俊東建設公司            ",南投縣,竹山鎮,1.0,917.7,v,637.0,1996/3/21,2022/12/31,,南投縣竹山鎮延平里東鄉路12-19巷1號
KSA00037,南投縣竹山鎮延祥里瑞竹巷25弄1號,竹山分局,丞基建設公司,南投縣,竹山鎮,1.0,1374.7,v,954.0,1996/4/9,2022/12/31,,南投縣竹山鎮延祥里瑞竹巷25弄1號
KSA00038,南投縣竹山鎮延祥里集山路三段272巷16號,竹山分局,慈山醫院,南投縣,竹山鎮,2.0,1391.36,v,966.0,1996/11/20,2022/12/31,,南投縣竹山鎮延祥里集山路三段272巷16號
KSA00039,南投縣竹山鎮延平里延平五路23號,竹山分局,賢山企業公司,南投縣,竹山鎮,1.0,45.0,,50.0,1997/6/20,2022/12/31,,南投縣竹山鎮延平里延平五路23號
KSA00040,南投縣竹山鎮延平里延平二路9號,竹山分局,翔偉公司,南投縣,竹山鎮,1.0,92.09,,102.0,1986/12/15,2022/12/31,,南投縣竹山鎮延平里延平二路9號
KSA00041,南投縣竹山鎮山崇里集山路二段75號,竹山分局,竹山秀傳醫院,南投縣,竹山鎮,1.0,1789.88,,1988.0,1997/3/4,2022/12/31,,南投縣竹山鎮山崇里集山路二段75號
KSA00043,南投縣竹山鎮延平里延平路20號,竹山分局,杉原公司,南投縣,竹山鎮,1.0,45.0,,50.0,1997/6/20,2022/12/31,,南投縣竹山鎮延平里延平路20號
KSA00044,南投縣竹山鎮中山里竹山路217號,竹山分局,"竹山國中-禮堂 ",南投縣,竹山鎮,1.0,448.85,,498.0,1995/8/21,2022/12/31,,南投縣竹山鎮中山里竹山路217號
KSA00046,南投縣鹿谷鄉鹿谷村中正路二段164號,竹山分局,鹿谷電信局,南投縣,鹿谷鄉,1.0,97.73,,108.0,1982/8/19,2022/12/31,不設,南投縣鹿谷鄉鹿谷村中正路二段164號
KSA00047,南投縣竹山鎮下坪里枋坪巷2-36及2-37號,竹山分局,衛民建設有限公司,南投縣,竹山鎮,1.0,2104.92,,2338.0,1995/3/8,2022/12/31,,南投縣竹山鎮下坪里枋坪巷2-36及2-37號
KSA00048,南投縣竹山鎮桂林里中山路2-41號,竹山分局,"至德山產股份有限公司 ",南投縣,竹山鎮,1.0,944.56,,1049.0,1996/3/19,2022/12/31,,南投縣竹山鎮桂林里中山路2-41號
KSA00049,南投縣鹿谷鄉彰雅村中正路一段231號,竹山分局,鹿谷鄉農會門市部,南投縣,鹿谷鄉,1.0,319.85,,355.0,1988/11/5,2022/12/31,,南投縣鹿谷鄉彰雅村中正路一段231號
KSA00050,南投縣鹿谷鄉初鄉村中正路三段2號,竹山分局,茶之鄉,南投縣,鹿谷鄉,1.0,150.0,,166.0,1997/6/20,2022/12/31,,南投縣鹿谷鄉初鄉村中正路三段2號
KSA00051,南投縣鹿谷鄉廣興村中正一路148號,竹山分局,"龍翔茶行  ",南投縣,鹿谷鄉,1.0,160.0,,177.0,1997/6/20,2022/12/31,,南投縣鹿谷鄉廣興村中正一路148號
KSA00052,南投縣鹿谷鄉鹿谷村興農巷50-6號,竹山分局,鹿谷村活動中心,南投縣,鹿谷鄉,1.0,54.63,,60.0,1997/6/20,2022/12/31,,南投縣鹿谷鄉鹿谷村興農巷50-6號
KSA00053,南投縣鹿谷鄉初鄉村中正路三段558（576）號,竹山分局,久林建設公司,南投縣,鹿谷鄉,1.0,2421.47,,2690.0,1994/11/2,2022/12/31,,南投縣鹿谷鄉初鄉村中正路三段558（576）號
