類別,電腦編號,里別,座落,緯度,經度,新計算容量(值),轄管分局
一般住宅,FNA01533,埔頂里,"新竹市東區埔頂里6鄰慈祥路80號 B1",24.7931511,121.0069957,1995.0,第二分局
一般住宅,FNA01534,三民里,"新竹市東區三民里民權路13號 B1-B2",24.805619,120.976457,792.0,第二分局
一般住宅,FNA01535,龍山里,"新竹市東區龍山里2鄰立鵬路81號 B1",24.7908334,121.0104654,3901.0,第二分局
一般住宅,FNA01536,中正里,新竹市東區中正里3鄰府後街21號,24.8054811,120.970482,717.0,第二分局
一般住宅,FNA01537,埔頂里,"新竹市東區埔頂里13鄰世傑路298號 B1",24.7920223,121.0099651,2897.0,第二分局
一般住宅,FNA01538,東園里,新竹市東區東園里9鄰公園路226號,24.80409,120.9807809,258.0,第二分局
一般住宅,FNA01539,新莊里,"新竹市東區新莊里6鄰關東路127號 B2",24.787021,121.020696,4903.0,第二分局
一般住宅,FNA01540,新莊里,新竹市東區新莊里6鄰關新西街67號,24.7880936,121.0191781,467.0,第二分局
供公眾使用建築物,FNA01541,新莊里,新竹市東區新莊里關新路63巷1-1號,24.786051,121.0186432,216.0,第二分局
一般住宅,FNA01542,復中里,"新竹市東區復中里7鄰中央路245巷58號 B2",24.8104575,120.9763616,499.0,第二分局
一般住宅,FNA01543,關東里,"新竹市東區關東里16鄰關新東路178號 B1-B3",24.7847864,121.0198317,6239.0,第二分局
一般住宅,FNA01544,光復里,"新竹市東區光復里11鄰忠孝路52號 B1",24.8017701,120.9907238,1227.0,第二分局
一般住宅,FNA01545,埔頂里,"新竹市東區埔頂里13鄰慈祥路70號 B1",24.7928119,121.0088259,1232.0,第二分局
一般住宅,FNA01546,建功里,新竹市東區建功里1鄰金城一路75號-B1,24.7950894,121.0039042,18235.0,第二分局
一般住宅,FNA01547,龍山里,"新竹市東區龍山里6鄰龍山東路286號 B3",24.787326,121.014183,6283.0,第二分局
一般住宅,FNA01549,新莊里,"新竹市東區新莊里29鄰關新北路151號 B1",24.7865772,121.0196011,2113.0,第二分局
一般住宅,FNA01550,關東里,"新竹市東區關東里15鄰關新東路181號 B1-B2",24.7843359,121.0193095,2006.0,第二分局
一般住宅,FNA01551,錦華里,"新竹市東區錦華里20鄰經國路一段479巷51號 B1",24.8137399,120.9750436,1206.0,第二分局
一般住宅,FNA01552,復興里,新竹市東區復興里8鄰經國路一段379巷16號,24.8139242,120.9791991,322.0,第二分局
一般住宅,FNA01553,親仁里,"新竹市東區親仁里15鄰世界街100號 B1",24.808885,120.969384,928.0,第二分局
一般住宅,FNA01554,東園里,"新竹市東區東園里20鄰中華路一段289號 B1",24.810213,120.9855465,3304.0,第二分局
公有建築物,FNA01555,三民里,"新竹市東區三民里3鄰中華路二段270號 B1",24.8047755,120.9756282,1128.0,第二分局
一般住宅,FNA01556,龍山里,"新竹市東區龍山里11鄰埔頂路502號 B2",24.7924464,121.0167163,2188.0,第二分局
一般住宅,FNA01557,新莊里,"新竹市東區新莊里6鄰關新路216號 B1",24.8078488,120.9867121,1825.0,第二分局
一般住宅,FNA01558,東園里,"新竹市東區東園里15鄰鐵道路一段28巷93號 B1",24.8129739,120.9829081,7084.0,第二分局
一般住宅,FNA01559,東園里,"新竹市東區東園里11鄰中華路一段302之2號 B1",24.8122542,120.9885219,1435.0,第二分局
一般住宅,FNA01560,關新里,"新竹市東區關新里5鄰關新路65號 B1",24.786252,121.0187398,2628.0,第二分局
一般住宅,FNA01561,公園里,"新竹市東區公園里7鄰公園路318號 B1-B2",24.8018201,120.977194,1516.0,第二分局
公有建築物,FNA01562,光明里,新竹市東區光明里大學路1001號,24.7884305,120.9986143,880.0,第二分局
一般住宅,FNA01563,三民里,"新竹市東區三民里9鄰中華路二段185號 B1-B2",24.8062752,120.9789871,1030.0,第二分局
公有建築物,FNA01564,光明里,"新竹市東區光明里7鄰光復路二段101號 B2",24.792968,120.9931349,1496.0,第二分局
一般住宅,FNA01565,光明里,"新竹市東區光明里1鄰大學路16號 B1",24.7891059,121.0026823,3747.0,第二分局
一般住宅,FNA01566,文華里,新竹市東區文華里2鄰北大路92巷47號B1-B2,24.8129356,120.9689685,748.0,第二分局
一般住宅,FNA01568,埔頂里,"新竹市東區埔頂里22鄰慈雲路95號 B3",24.791913,121.0120058,3827.0,第二分局
一般住宅,FNA01569,光復里,"新竹市東區光復里11鄰忠孝路72巷1號 B1",24.8026527,120.9912213,2123.0,第二分局
一般住宅,FNA01570,光復里,新竹市東區光復里11鄰忠孝路27巷9號,24.8015488,120.9900821,759.0,第二分局
一般住宅,FNA01571,光復里,新竹市東區光復里10鄰水源街65號與67號,24.8009539,120.9914724,575.0,第二分局
供公眾使用建築物,FNA01572,埔頂里,新竹市東區埔頂里6鄰慈祥路99號,24.794021,121.008919,199.0,第二分局
供公眾使用建築物,FNA01573,榮光里,"新竹市東區榮光里4鄰林森路18號 B1",24.8021098,120.9704184,2504.0,第二分局
一般住宅,FNA01574,龍山里,"新竹市東區龍山里5鄰慈雲路68號 B2",24.7899363,121.0117595,2662.0,第二分局
一般住宅,FNA01575,東園里,新竹市東區東園里13鄰八德路19巷33號B2,24.8066652,120.9830541,874.0,第二分局
一般住宅,FNA01576,光復里,新竹市東區光復里11鄰忠孝路27巷30號B3,24.8022353,120.9894694,856.0,第二分局
一般住宅,FNA01577,埔頂里,"新竹市東區埔頂里25鄰慈雲路118號 B3",24.7912671,121.0125144,2999.0,第二分局
公有建築物,FNA01579,龍山里,新竹市東區龍山里6鄰光復路一段512號-B1,24.7860605,121.011721,1758.0,第二分局
供公眾使用建築物,FNA01580,東園里,新竹市東區東園里4鄰光復路二段808號,24.8023674,120.9847245,746.0,第二分局
一般住宅,FNA01581,埔頂里,"新竹市東區埔頂里6鄰世傑路99號 B1",24.7925345,121.0097283,1873.0,第二分局
公有建築物,FNA01582,光明里,"新竹市東區光明里7鄰光復路二段101號 B1",24.792968,120.9931349,1268.0,第二分局
供公眾使用建築物,FNA01583,光復里,新竹市東區光復里7鄰公道五路三段1號-B3,24.8057334,120.9913996,5089.0,第二分局
一般住宅,FNA01584,錦華里,新竹市東區錦華里15鄰錦華街36號,24.8100485,120.9721516,686.0,第二分局
公有建築物,FNA01585,綠水里,"新竹市東區綠水里7鄰光復路二段321號 B1",24.8004074,120.9883064,1638.0,第二分局
供公眾使用建築物,FNA01586,錦華里,"新竹市東區錦華里18鄰北大路61號 B1",24.811149,120.9728262,615.0,第二分局
公有建築物,FNA01587,綠水里,新竹市東區綠水里博愛路75號,24.798352,120.9833302,840.0,第二分局
公有建築物,FNA01588,光明里,"新竹市東區光明里20鄰大學路1001號 B1-B2",24.7884305,120.9986143,2581.0,第二分局
公有建築物,FNA01589,育賢里,新竹市東區育賢里民族路33號-B1,24.8046376,120.9721473,967.0,第二分局
一般住宅,FNA01590,龍山里,新竹市東區龍山里埔頂一路203號,24.7914081,121.0173673,207.0,第二分局
一般住宅,FNA01591,建功里,新竹市東區建功里12鄰金城一路52巷2號-B1,24.794984,121.0044591,9655.0,第二分局
一般住宅,FNA01592,復興里,新竹市東區復興里7鄰自由路95巷18弄6號,24.8131673,120.9794302,409.0,第二分局
一般住宅,FNA01593,東園里,"新竹市東區東園里13鄰八德路19巷51號 B1",24.8072772,120.9839934,2205.0,第二分局
一般住宅,FNA01594,建功里,新竹市東區建功里12鄰金城三路119號-B1,24.7935147,121.0045326,1411.0,第二分局
一般住宅,FNA01595,光復里,新竹市東區光復里12鄰新光路42巷29號,24.8025314,120.9895978,299.0,第二分局
一般住宅,FNA01596,仙水里,新竹市東區仙水里6鄰光復路一段335巷17弄15號,24.7817911,121.0185466,211.0,第二分局
一般住宅,FNA01597,關新里,"新竹市東區關新里6鄰關新路45號 B2",24.7854171,121.0184011,1927.0,第二分局
一般住宅,FNA01598,龍山里,"新竹市東區龍山里11鄰埔頂一路252號 B2",24.7912717,121.0161357,1920.0,第二分局
一般住宅,FNA01599,東山里,新竹市東區東山里11鄰學府路115號,24.795183,120.9791221,219.0,第二分局
一般住宅,FNA01601,龍山里,"新竹市東區龍山里5鄰慈雲路76號 B3",24.7900186,121.011776,2126.0,第二分局
一般住宅,FNA01602,建功里,新竹市東區建功里7鄰金城一路125巷8號-B3,24.7967695,121.0049856,1779.0,第二分局
一般住宅,FNA01603,光復里,新竹市東區光復里10鄰水源街71號,24.8010853,120.9916147,858.0,第二分局
一般住宅,FNA01604,關新里,"新竹市東區關新里4鄰關新路225號 B1",24.7878558,121.0200103,1105.0,第二分局
供公眾使用建築物,FNA01605,立功里,"新竹市東區立功里8鄰光復路二段194巷16號 B1",24.7944273,121.0016973,1037.0,第二分局
供公眾使用建築物,FNA01606,復興里,"新竹市東區復興里9鄰自由路97號 B3",24.8136861,120.9800773,496.0,第二分局
公有建築物,FNA01607,龍山里,"新竹市東區龍山里18鄰龍山西路99號 B1",24.790984,121.0092833,1509.0,第二分局
一般住宅,FNA01608,錦華里,新竹市東區錦華里18鄰北大路41號,24.8125102,120.9721963,424.0,第二分局
一般住宅,FNA01609,埔頂里,"新竹市東區埔頂里17鄰埔頂一路103號 B3",24.7908012,121.0170733,3980.0,第二分局
一般住宅,FNA01610,親仁里,新竹市東區親仁里2鄰文化街12號B1,24.8048458,120.9710604,221.0,第二分局
一般住宅,FNA01611,龍山里,新竹市東區龍山里18鄰龍山西路181巷23號B1,24.7910786,121.0084683,158.0,第二分局
一般住宅,FNA01612,關東里,"新竹市東區關東里08鄰關新北路168號 B3",24.7856518,121.0210364,1040.0,第二分局
一般住宅,FNA01613,金山里,新竹市東區金山里11鄰介壽路21號-B3,24.7808801,121.0206029,2990.0,第二分局
一般住宅,FNA01614,金山里,新竹市東區金山里3鄰金山18街23號,24.777343,121.0250449,38.0,第二分局
一般住宅,FNA01615,金山里,新竹市東區金山里15鄰金山北一街116號,24.7769897,121.0244679,158.0,第二分局
一般住宅,FNA01616,關東里,新竹市東區關東里22鄰關新一街6號,24.7840573,121.0183976,165.0,第二分局
一般住宅,FNA01617,東園里,新竹市東區東園里3鄰光復路二段876號,24.8027681,120.9824266,355.0,第二分局
公有建築物,FNA01618,綠水里,"新竹市東區綠水里10鄰光復路二段321號 B1",24.8004074,120.9883064,4112.0,第二分局
一般住宅,FNA01619,東勢里,"新竹市東區東勢里4鄰東新路82號 B1",24.8075886,120.9872455,7836.0,第二分局
一般住宅,FNA01620,埔頂里,"新竹市東區埔頂里24鄰占梅路12號 B1",24.7915677,121.0133654,4981.0,第二分局
一般住宅,FNA01621,綠水里,新竹市東區綠水里05鄰綠水路66號,24.8008527,120.9839396,949.0,第二分局
一般住宅,FNA01622,東門里,新竹市東區東門里2鄰東前街43號,24.8040032,120.9674676,238.0,第二分局
供公眾使用建築物,FNA01623,建功里,新竹市東區建功里3鄰建功二路28號-B3,24.797372,121.0026069,3564.0,第二分局
公有建築物,FNA01624,龍山里,"新竹市東區龍山里16鄰慈濟路2號 B1",24.7886433,121.0132677,3614.0,第二分局
供公眾使用建築物,FNA01625,埔頂里,新竹市東區埔頂里25鄰埔頂二路75號,24.7910606,121.0131428,557.0,第二分局
一般住宅,FNA01626,公園里,新竹市東區公園里8鄰東大路一段50號B1,24.8025927,120.9762447,123.0,第二分局
一般住宅,FNA01627,仙水里,"新竹市東區仙水里19鄰介壽路66巷29號之 B4",24.779891,121.0184917,2243.0,第二分局
一般住宅,FNA01628,埔頂里,"新竹市東區埔頂里25鄰慈雲路92號 B3",24.7903178,121.0118584,3463.0,第二分局
一般住宅,FNA01629,埔頂里,新竹市東區埔頂里06鄰慈祥路89號B1,24.7938885,121.0090241,614.0,第二分局
一般住宅,FNA01630,錦華里,"新竹市東區錦華里1鄰東大路一段150號 B1",24.8087224,120.971914,520.0,第二分局
一般住宅,FNA01631,仙水里,"新竹市東區仙水里11鄰介壽路58號 B4",24.7802589,121.0193006,1941.0,第二分局
一般住宅,FNA01633,豐功里,"新竹市東區豐功里5鄰公道五路二段256號 B3",24.801831,121.0009554,1280.0,第二分局
一般住宅,FNA01634,三民里,新竹市東區三民里1鄰中華路二段261號B1,24.804511,120.976462,554.0,第二分局
供公眾使用建築物,FNA01635,文華里,新竹市東區文華里5鄰北大路70號B1,24.8121686,120.9715937,948.0,第二分局
供公眾使用建築物,FNA01636,埔頂里,新竹市東區埔頂里12鄰埔頂二路170號B1,24.7931,121.0097615,135.0,第二分局
一般住宅,FNA01637,金山里,新竹市東區金山里5鄰金山東二街6號B1,24.7778986,121.0273604,103.0,第二分局
一般住宅,FNA01638,仙水里,新竹市東區仙水里11鄰介壽路66巷26號-B3,24.7801412,121.0187864,2470.0,第二分局
一般住宅,FNA01639,金山里,新竹市東區金山里2鄰金山八街27號-B1,24.778272,121.020819,61.0,第二分局
一般住宅,FNA01640,關新里,新竹市東區關新里4鄰關新西街71號B1,24.7882001,121.0193304,115.0,第二分局
一般住宅,FNA01641,水源里,新竹市東區水源里16鄰溪洲路108號B1,24.808831,120.996423,467.0,第二分局
一般住宅,FNA01642,東園里,新竹市東區東園里8鄰公園路227巷33號B1,24.8038994,120.9824749,74.0,第二分局
一般住宅,FNA01643,仙水里,"新竹市東區仙水里11鄰介壽路66巷18號 B2",24.7808286,121.0202691,2174.0,第二分局
一般住宅,FNA01644,仙水里,新竹市東區仙水里19鄰介壽路66巷47號B1,24.7808286,121.0202691,2369.0,第二分局
一般住宅,FNA01645,復興里,新竹市東區復興里6鄰經國路一段479巷5號B1,24.8136923,120.9764396,267.0,第二分局
一般住宅,FNA01646,復中里,新竹市東區復中里4鄰錦華街18巷21號B1,24.8098597,120.9736938,137.0,第二分局
